species,annual_mean_temperature,annual_precipitation,maximum_temperature_warmest_month,mean_temperature_coldest_quarter,mean_temperature_driest_quarter,minimum_temperature_coldest_month,precipitation_in_coldest_quarter,precipitation_of_coldest_quarter,precipitation_of_wettest_quarter,precipitation_wetest_month,temperature_annual_range,temperature_seasonality
Aethopyga flagrans,251.1150264,2667.693656,289.3448191,231.7592901,242.8506638,211.3675412,450.8883504,450.8883504,1393.384407,485.640318,77.9767766,1196.887301
Aethopyga gouldiae,157.9234745,1531.783139,257.9101143,79.58195006,87.27492253,27.07343833,65.47924928,65.47924928,894.6126562,313.0468879,230.8365977,5191.959301
Aethopyga guimarasensis,257.3723351,2484.704635,288.405291,248.5391758,257.1821426,231.1714107,361.2417963,361.2417963,1107.359929,377.4627479,57.23527769,609.1970122
Aethopyga ignicauda,126.1363872,1607.34432,219.1327788,54.45170043,66.60141047,-8.335750448,55.196888,55.196888,1004.940096,351.1786753,227.4680443,4788.34611
Aethopyga linaraborae,197.2471079,2686.025453,220.7091568,190.4090899,199.0684659,174.6268404,913.9637235,913.9637235,922.4666637,321.576252,46.05307429,398.3298195
Aethopyga magnifica,261.5167505,2255.358296,291.0955988,252.2819392,260.4876866,235.9777116,345.2173513,345.2173513,982.4118883,335.6890338,55.11949381,623.9693388
Aethopyga mystacalis,243.5480692,2936.201461,277.6206928,237.4464588,240.6277659,207.7868249,645.0520065,645.0520065,1222.440315,427.400154,69.83598979,395.4944072
Aethopyga nipalensis,182.4821483,1983.113266,262.5715982,119.5960594,128.6198985,61.89708457,56.56042832,56.56042832,1227.636726,429.5547994,200.6741185,3950.20399
Aethopyga primigenia,202.7344241,2669.841879,243.5278623,197.133899,205.3037736,169.4617798,617.0272851,617.0272851,984.7738833,340.9919346,74.06659557,458.474179
Aethopyga pulcherrima,249.4922143,2505.912633,284.1117789,237.3273209,246.8296797,216.4448515,576.4709902,576.4709902,1116.330592,390.356281,67.66631219,786.4372142
Aethopyga saturata,205.8876879,1881.839435,281.9513731,149.7179856,157.5269283,98.04240728,93.61564098,93.61564098,1095.375968,383.0400769,183.9086414,3478.714969
Aethopyga shelleyi,267.1729537,1894.674968,284.3186047,260.748502,264.6080422,254.6047258,107.4675715,107.4675715,874.8251147,302.7605516,29.73631964,490.8130644
Aethopyga siparaja,239.4645322,2171.195316,306.3018973,200.5016987,210.4615835,154.7921895,315.0810453,315.0810453,1110.612099,386.6476606,151.5090504,2372.235944
Aethopyga temminckii,246.5728563,2947.005806,282.5741438,240.9488306,246.952344,212.5810106,861.4260875,861.4260875,1019.100453,353.8679465,69.99293848,381.0624321
Aethopyga tibolii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aethopyga vigorsii,253.3667233,1898.191066,349.8839564,226.1743854,239.8835495,162.6755095,434.412359,434.412359,1709.839197,683.9491078,187.2092245,2041.979875
Afropavo congensis,232.0628018,1892.213131,274.4816025,226.11254,234.5148929,197.4156095,591.6830287,591.6830287,678.1282837,232.8702475,77.06922472,463.4731594
Afrotis afra,167.149957,339.5431371,282.1129452,111.0123689,177.8299834,52.7046809,107.3963091,107.3963091,136.7675474,48.83480116,229.4069522,3985.677002
Afrotis afraoides,196.4983338,344.7296488,314.9305743,122.3979503,137.0429232,49.50923303,12.70430812,12.70430812,207.2250786,72.59056929,265.4233126,4607.352086
Agamia agami,249.6757162,2318.463805,297.1248826,239.2938166,249.1842393,207.7441482,616.6776011,616.6776011,976.6547112,337.619311,89.37975709,688.86282
Agapornis canus,239.6859103,1468.218503,295.9884427,208.2701735,216.1928143,169.5597166,149.4296926,149.4296926,853.5333177,306.177629,126.4289112,1998.592614
Agapornis fischeri,213.4156622,929.9707999,284.3856348,199.9338673,209.0056634,151.7508795,202.2699624,202.2699624,478.7270541,172.6739056,132.6289542,970.0862484
Agapornis lilianae,233.4640778,938.3188098,331.8155802,192.3707061,202.333216,133.8005505,13.34119638,13.34119638,637.59333,222.8247701,198.0159058,2511.001586
Agapornis nigrigenis,225.8464514,647.6092978,334.6625131,171.0137685,191.3944715,102.1111395,0.991452664,0.991452664,478.4110127,163.9212694,232.5650643,3102.325485
Agapornis personatus,210.9402231,779.8270533,292.2056892,187.8774381,191.5067928,128.0116921,11.80004191,11.80004191,464.9993248,166.5765124,164.1948611,1477.202896
Agapornis pullarius,244.0718163,1462.386451,317.8105973,228.6842618,244.071041,186.4338646,545.417369,545.417369,719.1561737,251.9331226,131.377234,1241.086168
Agapornis roseicollis,216.9734109,344.9735378,325.2363012,161.3396405,168.637277,85.74267373,1.404563507,1.404563507,260.4594097,93.75568673,239.4967709,3302.425632
Agapornis swindernianus,219.693249,1915.762442,270.3114668,211.298162,222.7876634,183.2401773,539.7820094,539.7820094,710.5100621,247.1718476,87.07070741,646.1438674
Agapornis taranta,177.7933207,1168.562468,258.7496979,159.1188677,168.660507,104.1596588,371.6275425,371.6275425,708.1090428,243.2188901,154.5910596,1370.938957
Agelaioides badius,196.4992204,1028.970191,290.1958254,136.7255094,152.0630596,88.47396914,132.0209236,132.0209236,417.0042217,145.5932498,201.7220094,3979.06035
Agelaioides fringillarius,257.0570427,843.0989893,324.4960327,238.9355405,250.170157,195.0547782,202.4723817,202.4723817,511.7700057,181.1236551,129.4407644,1201.874447
Agelaius assimilis,255.1634776,1283.816656,303.7867479,227.3096654,230.9449721,196.9549152,106.5306765,106.5306765,586.4235593,202.3453377,106.8259759,1927.878605
Agelaius humeralis,250.5966797,1323.700071,298.4680743,226.8933647,228.588217,196.5742155,114.6797701,114.6797701,587.7467808,207.3977402,101.8978208,1680.389538
Agelaius phoeniceus,94.60279819,739.6534511,276.8043366,-37.92704156,-0.764197221,-87.07888969,119.3469763,119.3469763,310.5971756,108.838509,363.8841856,9436.635319
Agelaius tricolor,178.9785173,347.8605708,347.1086843,100.9749,259.7429645,48.6979902,196.7071693,196.7071693,199.1732201,70.05635037,298.4150377,5861.349074
Agelaius xanthomus,267.9272213,1225.086949,288.2185025,252.3552688,252.7880897,246.9292206,136.8823854,136.8823854,511.7592602,175.7662909,41.2178455,1086.714533
Agelastes meleagrides,252.5495718,2113.101337,293.6626306,239.847996,256.2130285,218.9522735,509.4766978,509.4766978,973.9389478,346.2793033,74.71141004,846.7983292
Agelastes niger,235.7420176,1861.747419,277.9651223,225.833403,232.5006549,198.3072575,360.5439378,360.5439378,812.5987146,290.8039766,79.6610259,713.5318793
Agelasticus cyanopus,219.6514134,1335.763649,304.3768736,169.6825025,178.7752555,122.2885884,180.7408238,180.7408238,558.5451435,193.7446254,182.085657,3306.802272
Agelasticus thilius,165.3210816,946.3840813,274.1074404,96.78119701,116.5111783,50.9043253,152.4279501,152.4279501,376.737729,131.9385743,223.2043129,4766.02908
Agelasticus xanthophthalmus,252.6976119,3014.482609,297.6655831,235.6931323,242.0531326,194.8001717,405.4933172,405.4933172,1213.628986,417.7806333,102.861889,880.1663656
Aglaeactis aliciae,107.4022582,944.5507692,164.4438112,99.7938318,103.3009759,43.99209125,47.4453623,47.4453623,482.9835742,171.0658439,120.406371,360.9767658
Aglaeactis castelnaudii,120.0743473,1539.320414,163.2150809,103.0292302,103.9738193,54.80712901,119.3711907,119.3711907,697.503801,235.539806,108.390591,950.0176921
Aglaeactis cupripennis,129.9589837,1528.105156,176.1683328,121.7860897,124.3837692,78.3507461,258.309858,258.309858,606.245797,210.6513951,97.81579672,443.7768945
Aglaeactis pamela,128.3921345,1229.834602,180.3614165,100.4855462,100.4855462,53.41425278,66.34575638,66.34575638,636.8769919,227.9872349,126.9486007,1657.289044
Aglaiocercus berlepschi,181.9724225,1399.967404,226.9904289,173.6610748,180.38572,143.3165922,167.6292525,167.6292525,609.5407988,208.6018861,83.66421182,538.4955188
Aglaiocercus coelestis,191.4979555,3267.533457,227.2863056,187.8774998,190.7921835,155.927545,867.7951034,867.7951034,1204.874155,416.6906588,71.3541311,256.6154659
Aglaiocercus kingii,157.4770291,1867.52384,202.1998976,147.1443563,150.2999724,107.0316071,338.2297087,338.2297087,727.6997079,253.8782537,95.16586483,587.8658908
Agraphospiza rubescens,96.54210909,1324.489744,196.856605,17.40003778,23.72498548,-39.52411071,41.08603177,41.08603177,798.4492788,279.743771,236.3804753,5408.838624
Agricola infuscatus,206.102596,295.5838191,321.4322326,134.8782887,149.7876726,62.21782616,7.698331575,7.698331575,191.0348488,68.04696944,259.2141394,4406.833464
Agricola pallidus,237.4971686,977.3404798,327.5206545,208.1649387,220.3477152,150.0071598,238.5531604,238.5531604,585.4948096,206.9320752,177.5139254,2010.775115
Agriornis albicauda,63.91356884,567.9024646,138.8789849,35.16899028,38.55637342,-29.66534156,24.12552878,24.12552878,335.4221945,118.9742581,168.5438649,1737.075859
Agriornis lividus,97.88946976,751.4224527,199.2869002,43.80914544,145.3086572,6.222870139,324.111613,324.111613,339.1582937,117.5453431,193.0639859,3917.645674
Agriornis micropterus,94.55092258,285.1511659,208.2156219,32.58839014,76.58048163,-20.27408149,38.62615474,38.62615474,149.3673947,54.56859803,228.4883261,4321.458012
Agriornis montanus,100.6946325,366.1051494,212.3972018,39.10169388,84.24875008,-13.79040755,62.10745513,62.10745513,188.7863079,67.54312628,226.1860753,4290.678676
Agriornis murinus,136.9647456,311.7921213,265.6389484,59.02671687,113.6466238,13.82553123,59.18781635,59.18781635,135.0891337,48.05469978,251.8135789,5554.507247
Agropsar philippensis,92.24076154,1350.794672,243.9350229,-20.82280767,11.46026253,-52.2217616,228.5238842,228.5238842,520.4183097,180.3071942,296.1582332,8305.094132
Agropsar sturninus,36.50444728,516.9878255,254.2986753,-154.8161018,-139.8785726,-215.1031501,17.45673871,17.45673871,367.7587754,134.807073,469.4008453,13019.20612
Ailuroedus buccoides,251.0199833,3197.618151,280.8486084,244.3089345,248.8641405,221.3414211,677.4550191,677.4550191,1067.015752,370.2916431,59.50880732,387.0250111
Ailuroedus crassirostris,178.7050985,1033.741235,266.3759757,120.511187,144.781136,77.62423402,171.1762217,171.1762217,417.4845663,144.2113093,188.7519067,3894.484453
Ailuroedus geislerorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ailuroedus maculosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ailuroedus melanotis,223.7352217,2439.104863,262.5605999,208.6770789,215.2679365,182.7896267,376.3133005,376.3133005,992.7082048,341.2223034,79.7760988,937.4183493
Ailuroedus stonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aimophila notosticta,169.6264265,1046.077884,247.6769422,145.4566496,150.4230169,88.96386644,45.62759224,45.62759224,573.5963885,211.283506,158.7105631,1446.250645
Aimophila rufescens,198.2941637,1319.214098,287.0383999,161.9979299,195.0214737,106.103709,131.1170219,131.1170219,754.7683021,268.9072448,180.9345241,2380.560603
Aimophila ruficeps,166.3381705,622.4107345,306.8090495,86.4835483,145.8520709,24.40252601,102.594969,102.594969,345.0760706,122.9765419,282.406431,5624.63151
Aix galericulata,35.95013525,831.1850098,245.7059908,-153.8894474,-129.3110176,-204.5899449,75.02148663,75.02148663,456.0503398,162.2330914,450.2943686,12921.38126
Aix sponsa,97.82076071,974.7616679,269.5020343,-27.18208995,32.89958883,-74.7629415,221.2346172,221.2346172,347.2225355,120.0563649,344.2655511,8912.449107
Akletos goeldii,246.7872368,1985.588381,291.9862847,233.216596,234.4114126,192.7811679,142.0252622,142.0252622,849.584315,292.1933123,99.20493168,704.7463267
Akletos melanoceps,246.8097482,2846.34826,282.2564559,238.0154769,245.4289459,211.1784692,658.4507024,658.4507024,976.9373747,336.2936356,71.07572571,466.4147133
Alaemon alaudipes,250.043255,91.62194447,408.9459289,151.4637391,288.197853,84.55288307,26.35363504,26.35363504,70.0068359,26.05082872,324.3925947,6705.706183
Alaemon hamertoni,250.8334937,260.6774619,315.8622887,225.6375415,231.8165398,172.00641,15.86760562,15.86760562,166.6046261,65.3641496,143.8577705,1617.048761
Alauda arvensis,34.36878467,445.109503,242.5617716,-123.8193962,-58.5822609,-168.911021,77.6653118,77.6653118,200.6579774,71.26619,411.4726347,11456.65305
Alauda gulgula,183.0117418,725.259569,333.7448362,83.34116703,168.5820998,20.26018176,58.64873976,58.64873976,487.4400655,173.8520972,313.4839879,6784.509276
Alauda leucoptera,54.43125771,294.8541822,282.0526435,-117.5438156,-44.20389757,-160.24381,50.41899979,50.41899979,114.9409945,41.16640559,442.2964332,12616.12796
Alauda razae,237.0046941,194.0413246,268.0046941,217.0046941,220.9412365,211.5859212,8,8,212.5954952,84.17441519,56.58592124,1643.432811
Alaudala cheleensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaudala heinei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaudala raytal,255.9610723,1074.430099,380.5061438,170.8780285,214.6584969,100.746333,33.36576562,33.36576562,813.6325473,288.8569231,279.7597634,5172.78826
Alaudala rufescens,90.68146378,247.8828004,302.6841952,-69.15914222,27.85807258,-127.4748321,38.83511008,38.83511008,147.0281337,54.01964442,430.158817,11247.45659
Alaudala somalica,224.5071818,607.8157985,299.1405162,203.8491374,208.7156338,143.4474686,28.52408708,28.52408708,350.2229375,135.8859503,155.69049,1283.957561
Alca torda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcedo atthis,110.5776506,873.2042793,273.5674392,-10.12109472,38.25794318,-57.09770124,107.0003892,107.0003892,466.6283266,165.221492,330.6647173,8516.344311
Alcedo coerulescens,258.1005392,2504.708124,289.8726331,252.3869989,255.8978644,226.9213436,653.3814875,653.3814875,1056.679123,369.5882972,62.95038614,379.8177032
Alcedo euryzona,253.9999188,2655.343288,289.5227656,247.8988186,251.9069026,218.3054937,676.5090811,676.5090811,1145.84005,402.985699,71.21658758,410.1176328
Alcedo hercules,216.2656025,2015.895994,289.8050434,157.0854889,165.7139954,104.5566855,64.18400655,64.18400655,1231.67801,431.1147209,185.2479737,3612.577766
Alcedo meninting,253.6404104,2329.398361,308.5750239,228.7359455,236.109195,188.6587637,447.3466261,447.3466261,1111.74807,389.2686006,119.9162583,1506.451265
Alcedo peninsulae,259.2316686,2867.399167,293.4022565,253.7715188,259.6533379,227.8762709,831.2786389,831.2786389,1031.22385,357.3297248,65.52540684,369.7457424
Alcedo quadribrachys,240.655573,1654.415636,300.9761503,228.4302789,240.4756687,191.5906221,515.2269083,515.2269083,744.3386335,261.4599848,109.3864487,951.4791462
Alcedo semitorquata,213.2778106,1079.737019,301.6470647,179.5826505,188.0642025,121.7279085,65.16919971,65.16919971,651.6973954,228.661666,179.9192439,2122.679601
Alcippe brunneicauda,258.464354,2965.201328,292.8867243,253.1442803,259.185692,226.7661172,902.3934181,902.3934181,1039.754733,360.5406844,66.12143795,357.763401
Alcippe davidi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcippe fratercula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcippe grotei,242.8920482,2183.109302,300.7320846,210.6040257,216.5646191,170.8975477,94.21094606,94.21094606,1272.826952,444.0724168,129.8349169,1918.074606
Alcippe hueti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcippe morrisonia,180.4293972,1522.410889,285.843313,97.70126182,109.1766694,48.28075216,92.71991563,92.71991563,831.5683826,290.8702951,237.5621368,5525.622659
Alcippe nipalensis,194.2250071,2732.544884,274.758658,125.7230087,136.3467883,63.31364092,59.55519376,59.55519376,1754.345002,617.9528047,211.4440464,4267.693739
Alcippe peracensis,220.9252492,2422.483865,272.083759,195.1783259,203.3331937,159.0949618,299.4150667,299.4150667,1246.015741,438.1281877,112.9851165,1504.995042
Alcippe poioicephala,230.123967,2026.810173,309.9563524,181.1465593,190.1873814,125.1890348,130.8512698,130.8512698,1322.946408,468.394676,184.7665632,2955.521375
Alcippe pyrrhoptera,196.4300225,3478.130059,229.1363273,191.9211225,193.3856489,160.2060605,678.1485922,678.1485922,1385.952625,482.4502861,68.93318631,299.4848563
Alcurus striatus,196.3742211,1862.730617,275.0420111,137.2086884,145.474573,80.16474099,49.45327446,49.45327446,1135.843021,397.4644265,194.8771742,3619.548209
Aleadryas rufinucha,152.1734885,3306.436393,183.9011027,146.2140534,149.8874335,121.4366896,690.778528,690.778528,1094.75979,377.3636714,62.47750007,334.2290341
Alectoris barbara,194.2729674,218.1538815,355.7767059,106.8901551,274.5521671,52.15306018,85.82241455,85.82241455,98.93077198,35.31336776,303.6240577,6494.119918
Alectoris chukar,83.02438876,284.3599799,284.6334119,-64.8132215,43.47691679,-127.1704448,59.75772839,59.75772839,168.4780667,60.67056138,411.8033043,10358.38106
Alectoris graeca,101.5410053,953.545969,251.0457097,9.392837055,115.2463913,-30.56866636,242.6990144,242.6990144,355.2997314,124.3933502,281.6147497,6971.781133
Alectoris magna,34.20132852,300.5209182,215.1722665,-97.7812172,-78.06669244,-172.5829801,5.487652682,5.487652682,190.1299382,66.49507172,387.7537692,9011.117023
Alectoris melanocephala,247.0851956,145.7190061,358.450603,190.4374695,242.7731224,131.0410051,15.53685213,15.53685213,89.16535784,34.23812884,227.4093798,3825.43756
Alectoris philbyi,203.8868975,164.8347998,318.0316379,150.9524809,190.9208916,87.62056977,20.24684487,20.24684487,102.060986,38.55792535,230.4095059,3581.15736
Alectoris rufa,132.0658031,703.5835533,274.8766402,57.88305314,193.2292001,19.52856728,217.7665269,217.7665269,252.4711572,87.450463,255.3490206,5798.350301
Alectroenas madagascariensis,210.9998154,2397.895839,262.7893146,180.547453,194.3655891,151.3901074,376.3143078,376.3143078,1102.735537,386.0771413,111.4012893,2047.320078
Alectroenas pulcherrimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alectroenas sganzini,239.5847296,2177.919015,258.2944655,222.1282659,223.7474031,216.5868825,195.3224146,195.3224146,1052.325297,404.0030293,41.64735652,1110.168399
Alectrurus risora,218.8871965,1556.047213,308.3816167,162.3361638,172.9137348,115.9266864,246.6776774,246.6776774,513.714022,180.8353261,192.455362,3836.399837
Alectrurus tricolor,229.568157,1473.339678,294.8617318,198.9319466,203.4082251,147.9399573,76.00241044,76.00241044,744.835806,257.0026898,146.9213163,1780.78732
Alectura lathami,218.5777936,1072.515992,298.809797,169.8766912,189.8121702,125.100122,92.06485303,92.06485303,631.7443327,217.7931556,173.7102873,3148.757621
Alethe castanea,235.7183146,1768.15355,285.3384079,226.6372708,236.4364049,195.2327926,497.1039662,497.1039662,726.3438126,254.4098933,90.10715126,698.1976088
Alethe diademata,254.1471515,1951.465203,311.860949,239.3254266,256.772376,207.8010523,715.2748428,715.2748428,994.0970668,351.5435321,104.0601732,1031.920443
Alipiopsitta xanthops,251.9365243,1357.256755,321.5406892,234.4933593,240.9158188,188.1107604,258.3547426,258.3547426,721.0113231,248.7377101,133.429049,1209.638542
Alisterus amboinensis,232.3503342,3076.812144,255.5644009,226.0995562,233.3548188,208.5515329,767.2974893,767.2974893,1077.47462,373.186069,47.01014774,362.7498166
Alisterus chloropterus,239.9080993,3368.791974,271.0853824,232.8459191,238.2454452,209.2758726,745.6256276,745.6256276,1097.711749,381.5443909,61.81233205,407.2623708
