species,annual_mean_temperature,annual_precipitation,maximum_temperature_warmest_month,mean_temperature_coldest_quarter,mean_temperature_driest_quarter,minimum_temperature_coldest_month,precipitation_in_coldest_quarter,precipitation_of_coldest_quarter,precipitation_of_wettest_quarter,precipitation_wetest_month,temperature_annual_range,temperature_seasonality
Cracticus mentalis,258.4312168,1650.269868,311.9615928,237.1983272,242.3573663,204.4021097,108.8023772,108.8023772,964.0014593,330.6979551,107.5597521,1317.167721
Cracticus nigrogularis,218.0618092,577.0222237,329.9286755,149.6709185,202.4984622,96.4859366,78.21999457,78.21999457,327.6490861,114.3559341,233.4422323,4560.89324
Cracticus torquatus,199.565441,477.3170351,318.1947,126.6134486,192.1968443,76.27051122,103.7810608,103.7810608,218.7504293,76.58823493,241.9236585,4977.703398
Cranioleuca albicapilla,121.743592,1387.377543,161.6059164,104.8348387,105.6136206,58.89081516,102.994599,102.994599,640.0817033,217.3295327,102.714322,939.5959926
Cranioleuca albiceps,160.076075,1494.344175,208.4443781,134.3908966,134.3908967,90.62950265,97.44521945,97.44521945,714.6804094,250.5529962,117.8146435,1497.746325
Cranioleuca antisiensis,147.9327173,879.9601528,202.9356682,140.1532059,142.0895815,88.67972395,91.55203426,91.55203426,443.6982594,160.194313,114.2546311,426.6174321
Cranioleuca berlepschi,139.8210323,1397.18257,193.5121992,127.8338024,132.839362,79.14546239,267.1113626,267.1113626,509.5912589,184.3971534,114.350402,620.6611892
Cranioleuca curtata,187.8831429,2004.077697,234.5439899,172.0900321,176.7998662,130.5422812,353.78941,353.78941,785.1825557,272.6412298,104.0029828,863.8201096
Cranioleuca demissa,195.0284785,2932.908984,241.7118056,188.4817388,192.854692,151.7076444,875.4727828,875.4727828,1301.6406,450.3569178,89.99569374,440.4685584
Cranioleuca dissita,260.3974237,2683.043167,299.258001,250.8089775,273.3763202,238.561122,1054.138719,1054.138719,1240.376334,429.0625669,60.67533511,839.1720871
Cranioleuca erythrops,199.2892079,3303.825713,233.7905825,194.9086703,199.074497,167.7212629,863.8369448,863.8369448,1190.273335,411.4905623,66.06824358,335.1345434
Cranioleuca hellmayri,169.1871116,1834.819329,206.1581041,163.569889,165.0567861,127.6208835,142.6270122,142.6270122,890.9406379,318.6885014,78.53425603,371.6483962
Cranioleuca henricae,155.4349703,691.2271119,210.0403774,127.480845,127.480845,76.48647045,32.36342711,32.36342711,370.5368186,134.1723628,133.545079,1630.60274
Cranioleuca marcapatae,133.8271222,2057.152405,173.6111485,115.6032129,117.6485815,70.24066757,205.2041974,205.2041974,931.9925943,324.6845067,103.3697943,998.6167508
Cranioleuca muelleri,264.3781602,2310.084657,311.0940247,256.6867482,274.5579004,233.433265,860.1835426,860.1835426,1044.38303,357.5667503,77.66740079,758.9195717
Cranioleuca obsoleta,191.2248385,1698.733689,270.2294875,142.4766907,170.744101,98.27265474,363.9646667,363.9646667,551.8955153,192.9783886,171.9580381,3315.953725
Cranioleuca pallida,214.0710922,1414.400532,277.5959868,183.6135469,187.5123419,137.9228913,87.69370084,87.69370084,739.4139256,257.5501263,139.6743184,1890.486286
Cranioleuca pyrrhophia,185.6715426,678.0562405,292.6653965,116.1960102,133.3223815,65.27353376,59.77434965,59.77434965,311.1764558,109.5302246,227.3909238,4675.582336
Cranioleuca semicinerea,239.9016547,1050.322153,307.8474687,221.5230056,227.0127567,174.7699239,71.05624892,71.05624892,584.3272689,203.9891218,133.0834192,1170.808737
Cranioleuca subcristata,233.2827546,1569.108136,278.9566898,225.0137555,230.182161,189.6679256,357.0189741,357.0189741,659.1847969,229.4118856,89.28886158,539.9819442
Cranioleuca vulpecula,253.6146747,2502.438061,290.4311702,246.8159442,251.164796,217.9921134,468.6057443,468.6057443,887.5625798,305.2574437,72.43871987,407.6485132
Cranioleuca vulpina,257.4544699,1877.402355,314.5509484,246.1462419,256.8282667,210.7750225,682.3454748,682.3454748,894.2400869,309.2747369,103.7751076,849.3064245
Cranioleuca weskei,118.3082431,1600.304428,159.0417945,101.3868641,101.8206008,55.91238583,105.0112132,105.0112132,732.5006167,245.9450387,103.122406,957.5189271
Crax alberti,242.2722752,2138.07636,276.0043796,236.1798022,237.0183049,206.2950436,204.3349725,204.3349725,934.4131229,323.0880456,69.7055628,418.096129
Crax alector,248.2501751,2505.923101,294.7218084,239.6456724,255.4762177,213.7742579,827.2489915,827.2489915,1077.016568,374.8731582,80.94772136,641.0186642
Crax blumenbachii,247.2519921,1357.946683,297.2103435,223.0877347,226.2160811,194.6062425,177.2904583,177.2904583,580.0752343,198.9854317,102.640269,1602.165113
Crax daubentoni,250.9394235,1299.163512,301.0258207,241.8605535,249.7784275,207.5279174,343.4380272,343.4380272,604.1786197,208.5609143,93.50007453,659.9633917
Crax fasciolata,247.4592255,1748.493466,311.0358406,228.2612989,236.2461032,186.4718515,480.2406233,480.2406233,838.9960451,288.3797469,124.5644832,1264.965969
Crax globulosa,253.3095988,2749.71003,292.6312004,240.1508636,247.2985455,210.1196158,519.1338295,519.1338295,986.2794412,337.6121568,82.49679311,696.1165169
Crax rubra,244.9410452,2540.60806,293.1010969,226.138042,240.8591432,196.0506292,512.2638043,512.2638043,1074.98596,377.2251154,97.05165797,1201.433884
Creagrus furcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Creatophora cinerea,212.0763295,631.3206734,308.6805132,165.5670415,177.6500033,103.1242486,80.78459669,80.78459669,365.5224771,130.5573705,205.5573519,2909.551984
Crecopsis egregia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Creurgops dentatus,181.7598934,1875.745121,225.5957721,159.9985038,160.5390935,117.825577,167.4884738,167.4884738,840.7270452,290.8282813,107.7698081,1229.097502
Creurgops verticalis,162.7658361,1991.105488,209.3268144,152.9042135,158.7859595,112.3114154,448.4803645,448.4803645,707.3425317,245.4823953,97.01333964,520.768874
Crex crex,47.49634189,462.6967365,249.5362144,-102.9570724,-42.4182818,-144.1622041,80.55246846,80.55246846,185.1880352,64.90324719,393.6982726,10978.38142
Crinifer concolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crinifer leucogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crinifer personatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crinifer piscator,269.2819019,1079.731134,367.2443293,243.0938975,259.5591875,180.9449148,382.7171307,382.7171307,714.3551411,252.9917311,186.2987929,2057.903611
Crinifer zonurus,229.0507199,1112.727985,311.460043,210.7103713,228.619858,163.0653425,455.4609533,455.4609533,601.9239778,209.6145639,148.3945627,1423.276491
Criniger barbatus,256.4168604,1727.00454,316.8015172,240.827745,258.67101,209.2401032,595.0689353,595.0689353,824.7641134,293.4402876,107.561082,1102.497388
Criniger calurus,237.9063038,1801.165914,287.3470067,228.2791241,238.5970348,196.8603575,516.4674221,516.4674221,764.312803,268.8578156,90.48792615,716.6604685
Criniger chloronotus,231.6214156,1853.137011,276.2959953,222.4647787,230.136909,194.0300839,418.8029444,418.8029444,779.756893,274.983981,82.26905679,679.5962224
Criniger ndussumensis,235.985214,1806.893264,281.024156,226.9866694,234.6618432,198.5767631,421.8071991,421.8071991,751.020922,264.3290605,82.45046135,691.4934629
Criniger olivaceus,252.3304285,2024.286388,302.8933206,238.4477271,255.1184092,211.0669386,664.2375973,664.2375973,989.8646231,351.6556221,91.82659316,923.5863282
Crithagra albogularis,182.5189227,277.8385738,305.0415436,114.9485115,140.6456071,46.49570654,36.48695558,36.48695558,148.1813355,52.19629044,258.5467223,4472.884756
Crithagra ankoberensis,140.0612647,1144.604622,220.3581495,121.8125806,123.9582035,56.36005378,105.5117394,105.5117394,984.9945337,335.231049,164.0018093,1343.883672
Crithagra atrogularis,206.3522538,544.4684126,311.9118489,146.6628021,157.3862736,77.07374774,24.67739715,24.67739715,338.4956284,118.020395,234.8397585,3603.304411
Crithagra buchanani,222.2854324,698.9690543,295.7767587,201.2346953,205.3200734,148.4302393,36.14535661,36.14535661,404.5909647,155.7456328,147.34603,1346.115157
Crithagra burtoni,188.3248527,1292.821702,258.1510515,175.5002551,187.3204536,129.951667,377.2745164,377.2745164,588.5153195,210.7826148,128.199782,923.4520546
Crithagra canicapilla,261.4925078,1193.963728,356.2907036,237.9550454,255.319413,182.2409296,508.589112,508.589112,693.4100819,243.9117209,174.0493296,1889.263845
Crithagra capistrata,222.9154533,1375.257754,295.1400132,204.5073496,208.4356029,153.8078685,122.9030624,122.9030624,721.2185121,258.304206,141.3336677,1297.46404
Crithagra citrinelloides,185.380086,1271.923416,263.9602446,169.2769293,182.6238205,117.4736058,506.9654925,506.9654925,706.8932728,245.0667387,146.4884091,1211.462151
Crithagra citrinipectus,232.3753695,711.108325,306.8838387,186.4793183,194.6784275,136.429668,48.4727682,48.4727682,394.8935375,135.3429436,170.453463,2820.276352
Crithagra concolor,226.657055,1218.827426,249.1067286,209.4780777,209.4780777,204.9382522,2.146155637,2.146155637,553.9218105,186.3455088,44.15116805,1113.656913
Crithagra donaldsoni,256.1493656,412.9996781,330.9378538,240.776053,251.1202641,187.0926007,100.6167187,100.6167187,256.878877,100.1706381,143.8476136,1078.694711
Crithagra dorsostriata,228.1537063,698.1032555,304.5109632,209.4537497,216.1157834,155.4616297,94.17310667,94.17310667,382.4831033,142.3253517,149.049588,1278.08237
Crithagra flavigula,221.8610745,736.3889647,301.5144469,198.7019269,200.6179283,134.7235831,40.6479063,40.6479063,527.1468779,180.7962599,166.8156479,1483.90019
Crithagra flaviventris,201.7480432,311.8220642,319.2377066,128.1513226,144.4910336,55.69218925,11.1225336,11.1225336,195.6887308,68.4489676,263.5469269,4577.515562
Crithagra frontalis,204.8587623,1310.950486,266.8397367,195.2661533,207.92345,156.5320359,386.0427942,386.0427942,531.0121956,187.7564989,110.3085422,760.5799994
Crithagra gularis,203.9552656,693.5910948,296.8123052,149.5595168,159.6974792,84.77155485,24.20238696,24.20238696,406.4159539,141.8430158,212.0406217,3254.542931
Crithagra hyposticta,200.0383059,1050.086302,281.0684558,170.6331158,184.4102835,117.3067888,58.80298313,58.80298313,644.6888955,230.988216,163.7603825,1778.430946
Crithagra koliensis,214.0238994,1330.657921,276.8394955,204.3589103,219.0757142,166.5559155,359.1715563,359.1715563,548.1982646,197.4832052,110.2864652,796.4439746
Crithagra leucoptera,172.6611053,501.8482481,274.0696834,122.0455709,178.6569627,69.36114383,143.7360603,143.7360603,180.7073902,64.44294287,204.704889,3633.19749
Crithagra leucopygia,270.1821497,726.1041115,376.8505338,237.941767,256.3546148,169.7218252,173.9519408,173.9519408,565.4701338,199.4516695,207.1277241,2368.861713
Crithagra melanochroa,166.1934873,1219.276102,248.2844666,138.682159,152.1606543,83.56673431,26.80705466,26.80705466,730.3123025,261.0393944,164.7163333,1648.403846
Crithagra menachensis,186.041803,200.1824675,293.0052024,139.2202883,166.4598301,76.23562219,13.77286103,13.77286103,123.9865182,45.82369363,216.7683671,3169.774053
Crithagra mennelli,216.2856185,1003.458088,311.1926825,175.1234917,185.9677242,116.5168964,18.70199539,18.70199539,661.5655672,228.7895758,194.6768375,2501.815025
Crithagra mozambica,262.5452257,1237.199351,319.1487731,239.3719685,258.2476162,200.5564429,532.5233838,532.5233838,925.8478038,333.3446876,118.6147706,1412.117541
Crithagra reichardi,207.9681712,1077.883693,303.4402791,172.1503415,180.1109157,114.3996573,25.12975785,25.12975785,712.7287667,248.518223,189.0413854,2244.840306
Crithagra reichenowi,221.7761422,854.7027445,295.5499974,204.7217547,215.1108708,154.4311355,170.6242587,170.6242587,470.368729,173.0754622,141.118535,1171.285912
Crithagra rothschildi,213.4587057,177.5712471,330.7019519,155.4863369,210.209461,90.64201653,19.12572087,19.12572087,110.7638259,40.9705763,240.0601807,3956.904699
Crithagra rufobrunnea,246.6017603,1171.768461,269.2646593,229.4305322,229.4305322,224.9478963,17.78037155,17.78037155,537.2984419,188.1903757,44.30493959,1121.926781
Crithagra scotops,178.3146575,826.3141461,262.8989975,129.0501938,136.6527645,70.03657225,65.12182312,65.12182312,371.3102177,127.4309588,192.8659947,3144.158703
Crithagra striatipectus,221.429034,956.7798239,304.2231888,204.5798955,223.9908682,157.9102156,350.6282267,350.6282267,496.0752431,177.0022744,146.3127464,1270.668817
Crithagra striolata,191.7466893,1122.337025,268.2013386,174.5793916,185.8631059,122.6989385,333.5653668,333.5653668,615.9132921,217.0879085,145.501934,1210.065
Crithagra sulphurata,195.9131885,926.6990917,284.094567,159.106774,173.9308084,103.0925783,102.5014423,102.5014423,500.4752489,175.7515524,181.0014371,2351.963747
Crithagra symonsi,106.9058632,780.1532964,212.9843324,36.70594147,36.70594147,-31.48747504,40.04648664,40.04648664,360.3453413,124.6352927,244.4695273,4362.964814
Crithagra totta,172.7367716,512.1665428,268.5920866,124.9261036,184.4189393,75.32493305,153.7440911,153.7440911,188.4671412,66.93000103,193.2670795,3458.692985
Crithagra tristriata,201.1654762,736.7483999,284.4285388,176.6188544,182.4363777,116.0898808,99.01377858,99.01377858,510.0292368,177.8682996,168.3377747,1643.358186
Crithagra whytii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crithagra xantholaema,233.4454779,668.1560062,310.0950967,219.2068333,231.57841,172.0098156,197.954413,197.954413,434.9966159,175.4029938,138.0818716,1011.430441
Crithagra xanthopygia,197.5188293,962.8367268,287.1702752,176.1241142,187.8061017,113.4391074,454.5374616,454.5374616,791.8291672,273.2886582,173.7346133,1659.134452
Crossleyia tenebrosa,215.272227,2929.553721,262.6934274,185.8067139,203.4784507,162.9451192,580.1762005,580.1762005,1167.505267,408.4464377,99.74389793,2010.225579
Crossleyia xanthophrys,179.5403529,2407.689967,235.8050279,148.6171427,162.448002,115.1181853,327.890984,327.890984,1163.410695,407.0846898,120.6929271,2076.930687
Crossoptilon auritum,1.935022113,544.7364955,156.5211781,-109.9654429,-97.10428732,-185.3585225,9.584586852,9.584586852,321.4409123,112.3214098,341.8803187,7670.286004
Crossoptilon crossoptilon,50.56440059,770.4695192,157.470909,-30.72508892,-27.35181053,-88.38753479,20.35612168,20.35612168,480.3836479,168.5774655,245.8569886,5788.90299
Crossoptilon harmani,26.26009648,687.5234965,138.1459228,-56.34956182,-50.71364676,-113.3351552,16.45636728,16.45636728,431.1498178,149.7806316,251.4789295,6054.674876
Crossoptilon mantchuricum,67.99554412,618.8190891,248.5700216,-78.16240637,-78.16237765,-138.8005438,14.25161628,14.25161628,439.6076364,159.4077929,387.3734553,9963.884712
Crotophaga ani,238.7263416,1280.717363,308.5741161,208.8828985,220.8066242,165.6981979,246.7053679,246.7053679,609.2941558,212.0701574,142.8755237,1976.61214
Crotophaga major,245.8586116,2076.059878,298.8941656,230.4967733,240.1544603,195.7699806,539.4672057,539.4672057,886.8481808,306.7396419,103.1236547,1018.075626
Crotophaga sulcirostris,234.5836245,1122.860428,303.5679001,205.3382905,222.7913748,162.644911,256.7956187,256.7956187,576.7988744,203.5700887,140.9228902,1956.895805
Crypsirina cucullata,251.7627865,1382.149478,348.1241338,199.2959016,217.5978196,131.5507037,14.3556723,14.3556723,811.5503249,279.4927734,216.5673004,2939.222294
Crypsirina temia,242.3438635,1989.505584,303.1963614,208.9705726,214.426701,164.6294587,109.2886463,109.2886463,1131.21026,395.9440409,138.567494,1986.510817
Cryptillas victorini,169.0065022,440.3122192,271.7357475,117.6783634,170.9680844,64.04408155,138.0967943,138.0967943,170.0861498,60.08699392,207.6943131,3666.553064
Cryptoleucopteryx plumbea,242.3763737,4076.996683,268.6236987,238.7132272,242.3043285,216.9992833,1043.935523,1043.935523,1402.195708,483.8872869,51.62577492,270.9372164
Cryptolybia olivacea,229.7657812,1142.481337,298.5051704,201.1071483,215.4247932,156.6904475,85.88793425,85.88793425,647.6389443,231.0000484,141.8164753,1787.616122
Cryptomicroeca flaviventris,218.2426056,1766.4108,262.4267753,188.5609006,200.6145114,171.4389515,263.7769048,263.7769048,789.0179494,272.49249,90.9881314,2062.924919
Cryptopezus nattereri,189.5406067,1728.614768,265.2586042,143.5349014,166.4402913,99.75619471,348.0240896,348.0240896,587.1567562,205.2303343,165.5060422,3127.869902
Cryptophaps poecilorrhoa,189.4926069,2798.753925,223.772465,185.3305323,190.043783,160.1359114,648.0779187,648.0779187,1068.715589,371.1319924,63.63499344,281.6052832
Cryptopipo holochlora,235.3102763,2697.982657,279.1089893,223.5844244,231.9679979,186.3881154,635.779439,635.779439,934.6976062,324.9470226,92.71838319,610.3647968
Cryptopipo litae,211.9102992,3640.29603,242.9499354,208.4017516,211.5538571,181.9721077,950.6711212,950.6711212,1281.694985,442.308269,60.97426706,256.8115132
Cryptospiza jacksoni,173.6232819,1513.193855,230.8726391,166.0056314,175.051711,128.641742,475.2674518,475.2674518,584.7843986,203.7370452,102.2317075,629.7063496
Cryptospiza reichenovii,207.2477193,1478.601172,280.9275089,182.7545888,198.8933242,137.2058999,307.2560129,307.2560129,807.5791903,284.6917905,143.7219406,1569.811509
Cryptospiza salvadorii,169.1880034,1496.376867,238.1541495,157.4557085,169.1431648,110.5363763,478.9864867,478.9864867,674.7411792,236.4280957,127.6217393,878.9115756
Cryptospiza shelleyi,165.8677779,1596.716027,219.6585214,158.6000961,166.5140935,121.9537107,494.1091712,494.1091712,607.2082425,210.7230752,97.70939035,576.6635345
Cryptosylvicola randrianasoloi,179.5786838,2294.579826,236.4873643,149.3476648,161.4969298,114.2343086,279.5163164,279.5163164,1176.902387,413.4794495,122.2590226,2013.030481
Crypturellus atrocapillus,241.9382247,2039.44904,288.8862176,224.3556038,226.3213615,183.9457683,176.4810469,176.4810469,878.5412931,301.1733257,104.9379125,938.9999416
Crypturellus bartletti,250.0329273,2358.640445,289.1348604,240.1744204,243.0414892,206.9816084,307.5830063,307.5830063,886.2047147,304.9619309,82.15471682,520.6662515
Crypturellus berlepschi,252.761457,5170.404445,276.5037938,249.0665495,252.3760405,230.4513146,1242.340397,1242.340397,1691.166318,584.6461636,46.05042182,275.2471685
Crypturellus boucardi,240.9309861,2397.663398,294.8030244,220.2575824,241.1383742,188.6458788,403.6445132,403.6445132,1094.101733,384.0008146,106.1567513,1293.4786
Crypturellus brevirostris,254.3003965,2656.265435,294.1503329,247.4839546,257.0173488,222.5362661,582.2235724,582.2235724,987.5397185,341.2437785,71.60978771,472.0805686
Crypturellus casiquiare,242.4358499,3218.054009,272.2388916,235.0746708,243.1158788,214.4316472,1130.255868,1130.255868,1174.224207,401.7082347,57.82518835,384.8665755
Crypturellus cinereus,250.2470643,2423.306025,294.3936385,241.3702205,251.0104992,211.8686234,665.0872733,665.0872733,989.4171369,342.12786,82.52409894,582.4104784
Crypturellus cinnamomeus,230.2276311,1421.895257,296.6851135,199.2291855,216.270744,158.2573027,165.2989891,165.2989891,729.7130602,261.9927534,138.4281549,1961.021852
Crypturellus duidae,249.5146242,2696.386949,286.9252494,240.4491498,252.1400669,216.644077,916.0026954,916.0026954,1031.236705,354.392283,70.2778593,517.0495373
Crypturellus erythropus,252.4905553,1996.643112,302.1423893,243.9001642,258.9029653,215.6659934,568.5980123,568.5980123,905.8892726,314.8292093,86.47845244,697.172375
Crypturellus kerriae,236.8836084,3584.523048,259.7961175,233.4352848,239.2951395,217.232042,1225.52263,1225.52263,1253.55467,426.0848446,42.57145056,260.0690138
Crypturellus noctivagus,233.4241489,1048.144161,300.4112956,207.6037329,217.1955582,163.9483089,116.2038626,116.2038626,521.2441502,182.8083108,136.4619945,1671.227495
Crypturellus obsoletus,216.579623,1790.653985,274.0172959,190.1811732,200.807184,148.3427905,287.8688997,287.8688997,729.5884546,253.2331889,125.6739611,1671.428151
Crypturellus parvirostris,246.5618101,1552.170281,309.8719266,226.7824568,235.7789104,184.7365602,389.5016638,389.5016638,763.2562804,264.3414923,125.1355465,1307.304773
Crypturellus ptaritepui,185.2990735,2893.070454,233.3967789,179.0238673,180.9136527,141.926563,894.4282541,894.4282541,1255.842072,439.1268391,91.38226136,480.6315903
Crypturellus soui,248.0843179,2122.651095,298.4632589,236.5569059,245.9816406,203.2641515,560.5269273,560.5269273,910.6497917,315.5389233,95.19830276,772.8926676
Crypturellus strigulosus,251.0226025,2057.489029,304.5386429,242.0433244,248.7521857,205.3280524,589.4709379,589.4709379,953.4404475,328.7380211,99.21015849,643.4677886
Crypturellus tataupa,231.1248703,1309.115501,301.9634217,194.4926439,205.5996741,148.8047703,178.6583286,178.6583286,600.4011646,208.5245293,153.1594545,2322.444506
Crypturellus transfasciatus,232.257292,1022.242569,272.4119016,223.2451305,224.1093226,183.8788004,29.6530596,29.6530596,713.573815,251.3947911,88.53350135,670.5725204
Crypturellus undulatus,249.4928818,2198.383403,299.1109431,237.3355406,245.8154287,203.6451538,589.3685177,589.3685177,925.8689743,319.4782591,95.46492064,792.107805
Crypturellus variegatus,249.8913082,2454.735577,293.163003,241.5652308,251.2601766,212.6502424,675.8011394,675.8011394,994.4711518,344.2620017,80.51132737,555.8141164
Cuculus canorus,33.26801503,570.7098598,240.7901549,-125.3382686,-53.53922621,-168.6479344,82.98648275,82.98648275,277.2371629,97.96484179,409.4381002,11498.75358
Cuculus clamosus,226.5576764,1144.592452,304.4245054,199.9910323,210.958825,149.7217745,254.5709031,254.5709031,583.1741042,205.7230166,154.7035775,1746.967917
Cuculus crassirostris,218.6144198,2529.091553,249.896405,213.8145287,219.5744969,192.0051387,650.5919838,650.5919838,959.5273631,333.2394912,57.89213572,308.6024907
Cuculus gularis,239.8339784,899.1679475,333.0535388,207.0834578,219.5545401,146.3217394,202.1695346,202.1695346,555.090985,196.6538847,186.732238,2199.695709
Cuculus lepidus,243.7773248,2671.208579,276.4901311,238.012266,243.5799095,213.6642143,737.4323436,737.4323436,966.6867933,334.1272936,62.82585254,390.8163428
Cuculus micropterus,182.3451163,1801.411451,286.0935617,104.3438764,115.7407723,56.95315438,249.9830925,249.9830925,928.1840693,325.2879032,229.1397915,5190.933748
Cuculus optatus,-31.58945019,509.2557884,215.4968824,-233.7312024,-169.3047717,-274.4241753,65.63618036,65.63618036,250.5795025,88.54444256,489.9213374,14504.93123
Cuculus poliocephalus,138.8919608,1441.01141,267.6251552,33.00095963,46.93386596,-18.23370526,94.86131926,94.86131926,809.6547779,285.0816395,285.8584281,7199.715072
Cuculus rochii,231.0700045,1737.356274,286.4439144,200.7660576,209.2994341,163.0428439,192.8636739,192.8636739,971.5343001,348.1911709,123.4017938,1931.047765
Cuculus saturatus,153.3873991,1506.932359,269.7816863,59.48258615,72.54732536,6.866522075,89.73655308,89.73655308,856.9412584,300.7335476,262.9147337,6385.275637
Cuculus solitarius,231.3547312,1285.587508,306.4382705,208.550675,219.3201232,160.2752323,317.9289899,317.9289899,653.6053159,230.5402246,146.1641606,1546.106585
Culicicapa ceylonensis,214.3468745,2056.05188,290.4383432,165.4896173,175.3355176,120.3543093,313.5810655,313.5810655,1047.950243,367.9613166,170.0836607,3177.182844
Culicicapa helianthea,245.1715225,2397.924942,278.2165071,235.2214978,243.1270747,214.8326751,505.3050865,505.3050865,1040.621333,362.477314,63.38371172,644.966287
Culicivora caudacuta,230.6501482,1516.812354,299.6026337,198.4305269,205.1154774,148.2927816,137.2697373,137.2697373,713.9859374,246.1381758,151.3094882,1981.760955
Curaeus curaeus,89.11615192,1220.220398,184.5274413,39.81286769,132.0143802,7.098835767,484.5838351,484.5838351,506.2423374,175.5997308,177.4292043,3619.520238
Curruca balearica,169.7858672,615.5893237,249.5817273,111.3769875,227.2034059,102.353542,152.8470796,152.8470796,272.7527507,103.457209,147.1874354,4736.168034
Curruca boehmi,230.7301413,630.9992413,307.0063583,211.1678665,216.7047401,157.522399,69.4556987,69.4556987,370.9609531,142.7908446,149.4846611,1334.962844
Curruca buryi,184.6010559,422.3826295,279.7303187,147.2259093,160.6707403,88.05291005,16.51057275,16.51057275,239.6245128,88.9633726,191.6629311,2481.336371
Curruca cantillans,147.1733864,629.1064489,297.5020017,66.24812402,227.1926253,23.80562428,209.9492188,209.9492188,262.909031,92.49283337,273.6968898,6281.270422
Curruca communis,74.55137963,520.8465813,257.4566443,-53.94405763,26.76157679,-95.53078147,114.0245334,114.0245334,204.8800532,71.8738869,352.9871536,9448.433546
Curruca conspicillata,187.8615878,242.7024446,354.8580545,98.03287269,277.5007821,43.85393092,86.03518603,86.03518603,105.0286597,37.46783771,311.0041745,6732.980886
Curruca crassirostris,134.9105139,469.7251063,313.9389965,21.03308718,220.6477179,-32.77525452,169.5220262,169.5220262,229.408559,81.28829548,346.7141435,8338.059496
Curruca curruca,32.28215364,493.3794841,241.5946882,-124.703719,-55.19548437,-165.7577829,86.93818222,86.93818222,204.6053226,71.51956509,407.3525196,11367.80231
Curruca deserti,235.0508856,57.42489437,417.8225352,126.6719334,316.0845327,60.82377286,19.61488881,19.61488881,28.38776471,10.77758374,356.9985182,7673.446587
Curruca deserticola,171.4541699,242.2896247,353.4044965,76.79584532,274.2012444,19.21895534,76.96113223,76.96113223,95.69010883,34.03261291,334.1857192,7210.369056
Curruca hortensis,156.2777976,486.2709843,311.1028203,77.58465995,236.6953078,31.81759929,163.6291229,163.6291229,195.7380911,68.62490438,279.286031,6126.861477
Curruca iberiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curruca layardi,190.3041426,143.3105521,309.1513608,129.6216532,159.0256067,62.00700159,21.47863246,21.47863246,84.8774952,30.31007708,247.1430832,4101.924201
Curruca leucomelaena,233.5901046,185.5349693,325.3976964,190.5954831,214.186945,136.8491504,16.20150494,16.20150494,112.6139712,43.2917085,188.5490118,2908.637371
Curruca lugens,176.7512143,1296.564269,254.0894443,160.6572939,175.1497132,109.0672696,538.1906962,538.1906962,732.4339186,255.8963977,145.0229596,1173.078039
Curruca melanocephala,165.8735897,486.9755623,313.5003822,86.42277231,245.3337247,42.66837527,173.5572215,173.5572215,209.6322029,73.78492634,270.8328583,6119.654122
Curruca melanothorax,194.1630905,483.9915798,292.7546594,121.2152455,271.7904594,105.9301718,242.9023131,242.9023131,295.480428,104.5213763,186.8349473,5538.667699
Curruca mystacea,145.3616043,196.9796974,362.4379124,-2.546338096,260.5152119,-53.76728209,70.35370046,70.35370046,98.25735261,34.97133189,416.2053956,10810.5241
Curruca nana,98.83026532,135.9090258,322.5418519,-68.60407973,80.06303787,-128.4117059,29.64272065,29.64272065,72.99111879,26.33805989,450.953252,11767.00381
Curruca nisoria,61.33073492,526.6818597,250.3801426,-76.16813695,-22.60753363,-115.5361063,94.5086008,94.5086008,206.8131556,72.48781636,365.916251,10052.65838
Curruca ruppeli,148.4078168,657.0772338,303.7145176,56.6869114,249.9979968,18.00001714,305.5538052,305.5538052,356.6300239,125.7916266,285.7151734,7126.186149
Curruca sarda,155.4731286,664.916045,260.841468,91.48271913,222.9191389,72.67570457,218.3868403,218.3868403,285.8582191,99.56370914,188.164732,5140.889276
Curruca subalpina,145.868155,728.2259909,264.8148271,73.19528434,213.5296932,47.52523812,205.5261426,205.5261426,293.3082615,103.0639742,217.2857265,5711.897817
Curruca subcoerulea,208.4284346,405.3483052,317.2244793,144.3364338,156.4764677,72.12711416,7.349702688,7.349702688,264.525051,93.37814412,245.0987316,3867.719225
Curruca undata,162.6940626,464.7220185,316.0208098,83.54680109,245.6821649,38.1940023,156.5639413,156.5639413,183.0343136,64.21111966,277.8273722,6148.968974
Cursorius coromandelicus,259.9164084,797.4287081,394.4373102,182.525123,232.6735519,111.8949489,35.8577446,35.8577446,667.5377868,239.8599177,282.5420396,4941.095396
Cursorius cursor,224.9746761,134.9727459,392.091872,123.4999345,299.7915045,64.23996379,52.1909988,52.1909988,83.97403514,30.52834439,327.8531025,7210.375662
