x,y,level,level_probability
2.231776321731105,2.320867193216323,80%,0.8
2.1787370940354416,2.385340430852043,80%,0.8
2.1245770021893398,2.448650293236201,80%,0.8
2.0693199617646885,2.5107688245158144,80%,0.8
2.0129903727149943,2.571668594896175,80%,0.8
1.9556131086010324,2.6313227127530867,80%,0.8
1.8972135056074027,2.689704836507433,80%,0.8
1.837817351354771,2.7467891862568874,80%,0.8
1.7774508735127863,2.8025505551595926,80%,0.8
1.716140728218676,2.856964320564786,80%,0.8
1.653913988306653,2.9100064548854747,80%,0.8
1.5907981313533064,2.9616535362083405,80%,0.8
1.526821027544284,3.011882758636195,80%,0.8
1.462010927367599,3.0606719423584248,80%,0.8
1.39639644913901,3.1079995434449703,80%,0.8
1.3300065663649798,3.153844663359518,80%,0.8
1.2628705949487904,3.1981870581877048,80%,0.8
1.1950181802454647,3.2410071475762656,80%,0.8
1.1264792839712112,3.2822860233791613,80%,0.8
1.0572841709731793,3.3220054580068825,80%,0.8
0.9874633958653416,3.360147912475249,80%,0.8
0.9170477895364537,3.3966965441501196,80%,0.8
0.8460684455359895,3.431635214184633,80%,0.8
0.7745567063441094,3.464948494645666,80%,0.8
0.7025441495317037,3.4966216753263724,80%,0.8
0.6300625738166242,3.526640770241803,80%,0.8
0.5571439850222673,3.5549925238047115,80%,0.8
0.48382058194470157,3.581664416678862,80%,0.8
0.4101247421345888,3.6066446713072047,80%,0.8
0.336089007600167,3.629922257112518,80%,0.8
0.26174607043761455,3.6514868953682016,80%,0.8
0.18712875839514398,3.671329063737072,80%,0.8
0.1122700203771898,3.6894400004761554,80%,0.8
0.03720291189510172,3.705811708305632,80%,0.8
-0.03803941952923712,3.7204369579402075,80%,0.8
-0.11342374900043406,3.733309291281362,80%,0.8
-0.1889167889207469,3.74442302426906,80%,0.8
-0.26448520368896283,3.7537732493916813,80%,0.8
-0.3400956244204573,3.7613558378530305,80%,0.8
-0.4157146636819564,3.7671674413955003,80%,0.8
-0.4913089302344846,3.77120549377857,80%,0.8
-0.5668450437779977,3.7734682119119842,80%,0.8
-0.6422896496911834,3.7739545966431134,80%,0.8
-0.7176094337599229,3.7726644331981527,80%,0.8
-0.7927711368879095,3.7695982912769574,80%,0.8
-0.8677415697829309,3.764757524801487,80%,0.8
-0.9424876276123236,3.758144271317943,80%,0.8
-1.0169763046211382,3.7497614510528927,80%,0.8
-1.0911747087065495,3.7396127656237796,80%,0.8
-1.16505007594208,3.7277026964043936,80%,0.8
-1.2385697850452417,3.714036502546017,80%,0.8
-1.311701371782156,3.6986202186551402,80%,0.8
-1.3844125433028573,3.6814606521287434,80%,0.8
-1.4566711924009055,3.6625653801483415,80%,0.8
-1.528445411691023,3.641942746334119,80%,0.8
-1.9542674349367382,5.05957113228329,95%,0.95
-2.0514858640463345,5.029091140790767,95%,0.95
-2.147957209933718,4.996280368157794,95%,0.95
-2.2436388735683233,4.961153302697903,95%,0.95
-2.3384886046210394,4.923725455534337,95%,0.95
-2.432464520120761,4.884013353750762,95%,0.95
-2.5255251229487348,4.842034533093389,95%,0.95
-2.6176293201625143,4.797807530227667,95%,0.95
-2.708736441141448,4.75135187455302,95%,0.95
-2.798806255545683,4.702688079579213,95%,0.95
-2.8877989910807464,4.6518376338681655,95%,0.95
-2.9756753510598744,4.598822991545205,95%,0.95
-3.0623965317563195,4.543667562383958,95%,0.95
-3.1479242395379883,4.486395701469255,95%,0.95
-3.2322207077768272,4.427032698442605,95%,0.95
-3.315248713525504,4.365604766335007,95%,0.95
-3.3969715939540137,4.302139029992016,95%,0.95
-3.477353262538953,4.2366635140961675,95%,0.95
-3.556358224998311,4.169207130792068,95%,0.95
-3.6339515949647447,4.09979966691961,95%,0.95
-3.7100991093904208,4.028471770860941,95%,0.95
-3.7847671436766097,3.9552549390069975,95%,0.95
-3.85792272652136,3.880181501849589,95%,0.95
-3.9295335544787013,3.803284609705159,95%,0.95
-3.999568006222934,3.7245982180765442,95%,0.95
-4.067995156511721,3.6441570726591754,95%,0.95
-4.134784789841795,3.5619966939983585,95%,0.95
-4.1999074137912835,3.478153361804399,95%,0.95
-4.263334272042727,3.3926640989325096,95%,0.95
-4.325037357081061,3.305566655034553,95%,0.95
-4.384989422560943,3.2168994898898617,95%,0.95
-4.44316399533798,3.126701756422481,95%,0.95
-4.499535387158512,3.035013283412339,95%,0.95
-4.554078706002832,2.9418745579079837,95%,0.95
-4.606769867076796,2.8473267073486324,95%,0.95
-4.6575856034469885,2.751411481403464,95%,0.95
-4.706503476314751,2.654171233536131,95%,0.95
-4.75350188492452,2.555648902302667,95%,0.95
-4.7985600761021105,2.455887992391028,95%,0.95
-4.841658153418741,2.354932555410647,95%,0.95
-4.882777085976728,2.252827170440483,95%,0.95
-4.921898716812997,2.149616924344154,95%,0.95
-4.959005770916692,2.0453473918608505,95%,0.95
-4.994081862857326,1.9400646154808086,95%,0.95
-5.02711150402013,1.8338150851142472,95%,0.95
-5.058080109445391,1.7266457175627306,95%,0.95
-5.086974004268752,1.6186038358020274,95%,0.95
-5.113780429759657,1.509737148085621,95%,0.95
-5.138487548955241,1.4000937268780838,95%,0.95
-5.161084451887201,1.2897219876276331,95%,0.95
-5.18156116039933,1.1786706673872307,95%,0.95
-5.199908632553593,1.0669888032936738,95%,0.95
-5.216118766622789,0.9547257109141707,95%,0.95
-5.230184404668047,0.8419309624699822,95%,0.95
-5.242099335699569,0.7286543649467201,95%,0.95
-5.251858298419232,0.6149459381009845,95%,0.95
-5.259456983543823,0.5008558923730468,95%,0.95
-5.264892035707905,0.3864346067153343,95%,0.95
-5.268161054945445,0.2717326063465029,95%,0.95
-5.269262597749572,0.15680054044092462,95%,0.95
-5.268196177709995,0.04168915976343046,95%,0.95
-5.2649622657277835,-0.07355070574078856,95%,0.95
-5.2595622898074295,-0.1888681693912609,95%,0.95
-5.251998634426283,-0.3042123102423555,95%,0.95
-5.242274639481637,-0.41953219556854615,95%,0.95
-5.230394598815915,-0.534776903354858,95%,0.95
-5.2163637583206395,-0.6498955447826025,95%,0.95
-5.200188313619989,-0.7648372867004498,95%,0.95
-5.181875407334985,-0.8795513740709098,95%,0.95
-5.1614331259295145,-0.9939871523823334,95%,0.95
-5.138870496139574,-1.108094090016515,95%,0.95
-5.114197480987311,-1.2218218005620396,95%,0.95
-5.087424975381645,-1.3351200650634947,95%,0.95
-5.058564801307376,-1.447938854196753,95%,0.95
-5.0276297026049255,-1.5602283503605103,95%,0.95
-4.994633339343024,-1.6719389696743416,95%,0.95
-4.9595902817868005,-1.7830213838735391,95%,0.95
-4.922516003963972,-1.8934265420910898,95%,0.95
-4.8834268768319395,-2.0031056925171558,95%,0.95
-4.842340161048842,-2.1120104039265057,95%,0.95
-4.79927399935173,-2.2200925870643724,95%,0.95
-4.754247408545248,-2.3273045158813184,95%,0.95
-4.707280271104345,-2.43359884860772,95%,0.95
-4.6583933263947355,-2.538928648658551,95%,0.95
-4.607608161514981,-2.643247405359265,95%,0.95
-4.554947201764231,-2.7465090544835933,95%,0.95
-4.500433700739846,-2.84866799859422,95%,0.95
-4.444091730069258,-2.949679127177316,95%,0.95
-4.385946168780626,-3.049497836562078,95%,0.95
-4.326022692316951,-3.1480800496164525,95%,0.95
-4.264347761198524,-3.2453822352103594,95%,0.95
-4.200948609338706,-3.3413614274378074,95%,0.95
-4.1358532320182,-3.4359752445894336,95%,0.95
-4.069090373523122,-3.5291819078670703,95%,0.95
-4.000689514452329,-3.6209402598320906,95%,0.95
-3.9306808586996276,-3.7112097825793695,95%,0.95
-3.859095320116574,-3.7999506156288505,95%,0.95
-3.785964508861788,-3.8871235735268184,95%,0.95
-3.7113207174428062,-3.972690163149083,95%,0.95
-3.63519690645661,-4.0566126006984655,95%,0.95
-3.557626690035157,-4.138853828389055,95%,0.95
-3.4786443210023297,-4.219377530809891,95%,0.95
-3.39828467574885,-4.298148150960816,95%,0.95
-3.316583238831841,-4.375130905953458,95%,0.95
-3.2335760873058588,-4.450291802370367,95%,0.95
-3.1492998747922707,-4.523597651275545,95%,0.95
-3.06379181529405,-4.595016082869764,95%,0.95
-2.9770896667631206,-4.664515560784141,95%,0.95
-2.8892317144275097,-4.732065396005719,95%,0.95
-2.800256753885665,-4.797635760428871,95%,0.95
-2.710204073975418,-4.861197700026546,95%,0.95
-2.619113439425125,-4.922723147635563,95%,0.95
-2.527025073294701,-4.982184935350268,95%,0.95
-2.4339796392142343,-5.0395568065191245,95%,0.95
-2.3400182234280806,-5.094813427338907,95%,0.95
-2.2451823166523286,-5.1479303980413995,95%,0.95
-2.14951379575367,-5.198884263667644,95%,0.95
-2.053054905257757,-5.24765252442499,95%,0.95
-1.955848238695201,-5.29421364562237,95%,0.95
-1.8579367197934782,-5.33854706717941,95%,0.95
-1.7593635835230133,-5.38063321270519,95%,0.95
-1.6601723570058369,-5.420453498142618,95%,0.95
-1.5604068402952316,-5.457990339974631,95%,0.95
-1.4601110870348628,-5.493227162988582,95%,0.95
-1.3593293850059305,-5.526148407595384,95%,0.95
-1.2581062365709315,-5.55673953670019,95%,0.95
-1.156486339022662,-5.584987042121565,95%,0.95
-1.0545145648471652,-5.610878450556312,95%,0.95
-0.9522359419092937,-5.63440232908734,95%,0.95
-0.8496956335696775,-5.6555482902321135,95%,0.95
-0.7469389187418503,-5.674306996529475,95%,0.95
-0.6440111718983617,-5.690670164662801,95%,0.95
-0.5409578430346846,-5.704630569117686,95%,0.95
-0.4378244375997719,-5.716182045372527,95%,0.95
-0.3346564964021418,-5.725319492620593,95%,0.95
-0.2314995755003311,-5.732038876022414,95%,0.95
-0.12839922608662424,-5.736337228487432,95%,0.95
-0.02540097437292843,-5.738212651984209,95%,0.95
0.07744969851231737,-5.737664318378517,95%,0.95
0.180107376607333,-5.734692469799046,95%,0.95
0.28252672917140065,-5.729298418530464,95%,0.95
0.38466253070165435,-5.721484546433962,95%,0.95
0.48646968090337706,-5.711254303895492,95%,0.95
0.5879032246050276,-5.698612208302163,95%,0.95
0.6889183716091782,-5.6835638420475005,95%,0.95
0.7894705164706042,-5.666115850066414,95%,0.95
0.8895152581927932,-5.64627593690098,95%,0.95
0.9890084198341729,-5.624052863298338,95%,0.95
1.087906068015414,-5.599456442342186,95%,0.95
1.1861645323191596,-5.572497535119598,95%,0.95
1.2837404245736617,-5.54318804592508,95%,0.95
1.3805906580117746,-5.511540917003967,95%,0.95
1.476672466296857,-5.477570122837485,95%,0.95
1.5719434224071835,-5.441290663972022,95%,0.95
1.6663614573705237,-5.4027185603953045,95%,0.95
1.7598848788406103,-5.361870844462422,95%,0.95
1.8524723895073187,-5.318765553374823,95%,0.95
1.9440831053323817,-5.273421721215586,95%,0.95
2.0346765736026367,-5.225859370544511,95%,0.95
2.1242127907928072,-5.176099503556721,95%,0.95
2.212652220229928,-5.124164092808679,95%,0.95
2.2999558095516326,-5.070076071515733,95%,0.95
2.3860850079505704,-5.013859323425444,95%,0.95
2.4710017831973676,-4.955538672271201,95%,0.95
2.5546686384345794,-4.895139870810762,95%,0.95
2.6370486287342496,-4.832689589454556,95%,0.95
2.718105377411754,-4.768215404488783,95%,0.95
2.797803092088717,-4.701745785898501,95%,0.95
2.87610658049792,-4.633310084796083,95%,0.95
2.9529812660232144,-4.562938520460593,95%,0.95
3.0283932029675817,-4.490662166993803,95%,0.95
3.102309091542602,-4.416512939598738,95%,0.95
3.1746962925726976,-4.340523580486832,95%,0.95
3.2455228419076754,-4.262727644419879,95%,0.95
3.314757464537198,-4.183159483893203,95%,0.95
3.3823695884009473,-4.101854233966557,95%,0.95
3.448329357888383,-4.018847796749472,95%,0.95
3.512607647022141,-3.934176825547899,95%,0.95
3.575176072319252,-3.847878708679131,95%,0.95
3.6360070053244753,-3.759991552962189,95%,0.95
3.695073584810256,-3.670554166890912,95%,0.95
3.7523497286378866,-3.579606043497224,95%,0.95
3.807810145274641,-3.4871873429121227,95%,0.95
3.861430344961808,-3.3933388746320934,95%,0.95
3.913186650528674,-3.298102079498785,95%,0.95
3.9630562078477016,-3.2015190113999075,95%,0.95
4.011016995926264,-3.1036323186994035,95%,0.95
4.057047836630497,-3.0044852254051477,95%,0.95
4.101128404036967,-2.904121512082436,95%,0.95
4.143239233408025,-2.802585496521718,95%,0.95
4.183361729786889,-2.6999220141691085,95%,0.95
4.221478176208652,-2.5961763983283226,95%,0.95
4.257571741523598,-2.4913944601427525,95%,0.95
4.291626487829358,-2.3856224683665705,95%,0.95
4.323627377508643,-2.278907128933744,95%,0.95
4.353560279869434,-2.171295564334004,95%,0.95
4.381411977384693,-2.062835292804892,95%,0.95
4.407170171528854,-1.9535742073490312,95%,0.95
4.430823488208508,-1.8435605545859344,95%,0.95
4.452361482784873,-1.7328429134476524,95%,0.95
4.471774644685867,-1.621470173727682,95%,0.95
4.489054401605698,-1.5094915144926133,95%,0.95
4.504193123290152,-1.396956382366036,95%,0.95
4.517184124905908,-1.283914469694305,95%,0.95
4.528021669992363,-1.1704156926037999,95%,0.95
4.536700972994696,-1.056510168959354,95%,0.95
4.5432182013770355,-0.9422481962336422,95%,0.95
4.547570477314792,-0.8276802292972141,95%,0.95
4.549755878965436,-0.7128568581390491,95%,0.95
4.549773441317117,-0.5978287855274406,95%,0.95
4.547623156614799,-0.4826468046210818,95%,0.95
4.543305974363671,-0.3673617765402355,95%,0.95
4.536823800909882,-0.2520246079078958,95%,0.95
4.528179498598747,-0.13668622837085817,95%,0.95
4.5173768845108215,-0.021397568110617493,95%,0.95
4.50442072877638,0.0937904646459638,95%,0.95
4.4893167524690645,0.20882700610629523,95%,0.95
4.472071625079618,0.3236612593720794,95%,0.95
4.4526929615708255,0.43824251686979004,95%,0.95
4.431189319014961,0.5525201827417052,95%,0.95
4.407570192815224,0.6664437951876332,95%,0.95
4.381846012512839,0.7799630487473936,95%,0.95
4.354028137181664,0.8930278165143124,95%,0.95
4.324128850412338,1.005588172269846,95%,0.95
4.292161354888199,1.117594412529597,95%,0.95
4.258139766555351,1.22899707849097,95%,0.95
4.222079108389453,1.3397469778727906,95%,0.95
4.183995303762002,1.449795206637228,95%,0.95
4.143905169409019,1.559093170584444,95%,0.95
4.101826408005253,1.6675926068104228,95%,0.95
4.057777600347172,1.7752456050185108,95%,0.95
4.011778197148213,1.8820046286752552,95%,0.95
3.9638485104498935,1.987822536001198,95%,0.95
3.9140097046525844,2.09265260078736,95%,0.95
3.8622837871699076,2.196448533028214,95%,0.95
3.8086935987108754,2.2991644993620657,95%,0.95
3.7532628031940867,2.4007551433097505,95%,0.95
3.696015877298403,2.501175605302794,95%,0.95
3.6369780996547325,2.600381542492132,95%,0.95
3.5761755396837005,2.698329148328663,95%,0.95
3.51363504608413,2.794975171906986,95%,0.95
3.4493842349774058,2.8902769370637866,95%,0.95
3.3834514777129803,2.984192361222425,95%,0.95
3.3158658883403778,3.0766799739754207,95%,0.95
3.2466573107532524,3.167698935396613,95%,0.95
3.175856305511168,3.2572090540749294,95%,0.95
3.1034941363449065,3.3451708048617714,95%,0.95
3.029602756351296,3.431545346324217,95%,0.95
2.9542147938836134,3.5162945378962998,95%,0.95
2.8773635381438307,3.599380956720804,95%,0.95
2.7990829244830246,3.680767914174162,95%,0.95
2.7194075194165013,3.7604194720670954,95%,0.95
2.6383725053601843,3.8383004585139213,95%,0.95
2.556013665095053,3.9143764834634656,95%,0.95
2.4723673659664707,3.9886139538847365,95%,0.95
2.387470543825394,4.060980088600666,95%,0.95
2.301360686718537,4.131442932763354,95%,0.95
2.214075818334708,4.199971371964429,95%,0.95
2.1256544812146148,4.2665351459742915,95%,0.95
2.0361357197315675,4.331104862104188,95%,0.95
1.9455590628505803,4.393652008185187,95%,0.95
1.8539645066734962,4.4541489651583515,95%,0.95
1.7613924967778314,4.512569019270543,95%,0.95
1.6678839103571457,4.568886373870456,95%,0.95
1.5734800381708327,4.6230761607996955,95%,0.95
1.4782225663112651,4.675114451373863,95%,0.95
1.3821535577964132,4.724978266948776,95%,0.95
1.285315433995983,4.772645589067201,95%,0.95
1.1877509558993404,4.818095369181579,95%,0.95
1.0895032052334614,4.861307537948476,95%,0.95
0.9906155654392532,4.902263014090638,95%,0.95
0.8911317025146477,4.94094371282274,95%,0.95
0.7910955457329267,4.977332553837133,95%,0.95
0.6905512682447932,5.011413468846011,95%,0.95
0.5895432675727492,5.043171408676722,95%,0.95
0.4881161460063993,5.072592349917059,95%,0.95
0.38631469090733794,5.099663301107607,95%,0.95
0.28418385493230836,5.124372308478394,95%,0.95
0.1817687361833773,5.146708461227354,95%,0.95
0.07911455829388514,5.166661896338222,95%,0.95
-0.023733349541053994,5.184223802935766,95%,0.95
-0.12672957258062248,5.199386426176417,95%,0.95
-0.22982863059218833,5.212143070672602,95%,0.95
-0.3329849979340897,5.222488103449222,95%,0.95
-0.4361531236584799,5.230416956431028,95%,0.95
-0.5392874516253398,5.23592612845975,95%,0.95
-0.6423424406187888,5.2390131868401095,95%,0.95
-0.745272584456804,5.2396767684140295,95%,0.95
-0.8480324320854684,5.237916580162571,95%,0.95
-0.9505766076488764,5.233733399335308,95%,0.95
-1.052859830525837,5.227129073107139,95%,0.95
-1.154836935324516,5.218106517762602,95%,0.95
-1.2564628918262086,5.206669717408144,95%,0.95
-1.3576928248694105,5.192823722212843,95%,0.95
-1.4584820341654243,5.1765746461783975,95%,0.95
-1.558786014036766,5.157929664439351,95%,0.95
-1.658560473069592,5.136897010094764,95%,0.95
-1.7577613536715588,5.113485970572702,95%,0.95
-1.8563448515264118,5.087706883529167,95%,0.95
-1.954267434936737,5.05957113228329,95%,0.95
