species_original,species_clean,tree_label,PC1_thermal,PC2_precipitation,mahalanobis_d2,inside_50_core,inside_80_core,inside_95_core,closest_core_level
Ducula forsteni,ducula forsteni,ducula_forsteni,2.2715268650976714,-0.35109862160772043,1.7234177068196268,FALSE,TRUE,TRUE,80%
Artamus monachus,artamus monachus,artamus_monachus,2.2696748680388543,-0.30603460679452726,1.7234703752300762,FALSE,TRUE,TRUE,80%
Eriocnemis isabellae,eriocnemis isabellae,eriocnemis_isabellae,2.204414498050613,-1.1306521514187873,1.7237942241876931,FALSE,TRUE,TRUE,80%
Cyornis glaucicomans,cyornis glaucicomans,cyornis_glaucicomans,-2.9201572188569496,0.6491419771262437,1.7240612224069882,FALSE,TRUE,TRUE,80%
Amytornis merrotsyi,amytornis merrotsyi,amytornis_merrotsyi,-2.825021645225473,-1.0791242485746966,1.724291391101926,FALSE,TRUE,TRUE,80%
Tachornis squamata,tachornis squamata,tachornis_squamata,2.2743979418825253,-0.4014133800843358,1.7253673718784701,FALSE,TRUE,TRUE,80%
Geokichla wardii,geokichla wardii,geokichla_wardii,-1.6433101077605066,2.4231240441378237,1.726608269881526,FALSE,TRUE,TRUE,80%
Ducula mindorensis,ducula mindorensis,ducula_mindorensis,1.7897470826770998,1.2750257442948032,1.7272755368480583,FALSE,TRUE,TRUE,80%
Basileuterus melanogenys,basileuterus melanogenys,basileuterus_melanogenys,2.227754596952687,0.10166774840304145,1.7276885062314287,FALSE,TRUE,TRUE,80%
Thripophaga fusciceps,thripophaga fusciceps,thripophaga_fusciceps,2.2532131370479114,-0.07216913898550414,1.7277270996182932,FALSE,TRUE,TRUE,80%
Chordeiles rupestris,chordeiles rupestris,chordeiles_rupestris,2.253637424764509,-0.07517232113615151,1.727813859566595,FALSE,TRUE,TRUE,80%
Cuculus poliocephalus,cuculus poliocephalus,cuculus_poliocephalus,-2.7834988666017395,1.1095847926820877,1.72886115366635,FALSE,TRUE,TRUE,80%
Motacilla grandis,motacilla grandis,motacilla_grandis,-2.9909705695269344,0.1899398666799137,1.730903934949628,FALSE,TRUE,TRUE,80%
Selasphorus flammula,selasphorus flammula,selasphorus_flammula,2.1846179978708458,0.32180564244241827,1.7309332910641395,FALSE,TRUE,TRUE,80%
Zeledonia coronata,zeledonia coronata,zeledonia_coronata,2.223836333840154,0.14000992359856965,1.7315233624670887,FALSE,TRUE,TRUE,80%
Anarhynchus frontalis,anarhynchus frontalis,anarhynchus_frontalis,-2.9147571332654554,-0.7758670792506487,1.7315260340788712,FALSE,TRUE,TRUE,80%
Zoothera turipavae,zoothera turipavae,zoothera_turipavae,2.245933863958878,0.005424068025692379,1.7315621887160209,FALSE,TRUE,TRUE,80%
Ortalis leucogastra,ortalis leucogastra,ortalis_leucogastra,1.976308662281206,0.9287243067226856,1.7319815483572478,FALSE,TRUE,TRUE,80%
Apalis sharpii,apalis sharpii,apalis_sharpii,2.274158969271078,-0.6871269519499907,1.7339253437583575,FALSE,TRUE,TRUE,80%
Microhierax caerulescens,microhierax caerulescens,microhierax_caerulescens,0.8171337494089517,2.290064968597466,1.7340025011021252,FALSE,TRUE,TRUE,80%
Melipotes gymnops,melipotes gymnops,melipotes_gymnops,2.235777627162315,0.08745475007184142,1.735001927454642,FALSE,TRUE,TRUE,80%
Chalcites crassirostris,chalcites crassirostris,chalcites_crassirostris,1.8922537364985212,1.1060793315964463,1.7353544378734367,FALSE,TRUE,TRUE,80%
Orthopsittaca manilatus,orthopsittaca manilatus,orthopsittaca_manilatus,2.281164315155618,-0.35944450020769836,1.7357097600893596,FALSE,TRUE,TRUE,80%
Oriolus kundoo,oriolus kundoo,oriolus_kundoo,-2.992127672664159,0.22576107593288494,1.735845813850692,FALSE,TRUE,TRUE,80%
Myzomela erythrocephala,myzomela erythrocephala,myzomela_erythrocephala,2.0471350021746373,0.769699441481794,1.7361982688827797,FALSE,TRUE,TRUE,80%
Percnostola arenarum,percnostola arenarum,percnostola_arenarum,2.28295314369452,-0.5178001084670265,1.7362460334414271,FALSE,TRUE,TRUE,80%
Otus manadensis,otus manadensis,otus_manadensis,2.282427947413683,-0.3558662110538365,1.7375304365460098,FALSE,TRUE,TRUE,80%
Scytalopus zimmeri,scytalopus zimmeri,scytalopus_zimmeri,-2.9740667751758156,0.40576635444925246,1.737588651885426,FALSE,TRUE,TRUE,80%
Muscisaxicola maclovianus,muscisaxicola maclovianus,muscisaxicola_maclovianus,-2.8982231147548583,-0.8643848305282923,1.7378122962447164,FALSE,TRUE,TRUE,80%
Pycnonotus leucops,pycnonotus leucops,pycnonotus_leucops,2.2676955499156004,-0.7996163771370262,1.7379933895036555,FALSE,TRUE,TRUE,80%
Otus pauliani,otus pauliani,otus_pauliani,1.6364537009062836,1.5205020576280435,1.738598746179102,FALSE,TRUE,TRUE,80%
Amazona amazonica,amazona amazonica,amazona_amazonica,2.284882518771809,-0.5211379034281853,1.7388476773173702,FALSE,TRUE,TRUE,80%
Tickellia hodgsoni,tickellia hodgsoni,tickellia_hodgsoni,-0.6322605716545526,2.7066191148835204,1.7389941118966405,FALSE,TRUE,TRUE,80%
Illadopsis puveli,illadopsis puveli,illadopsis_puveli,2.2646468151655506,-0.8354500768857255,1.7390870071206996,FALSE,TRUE,TRUE,80%
Ploceus princeps,ploceus princeps,ploceus_princeps,1.7311119821692162,1.3891985134730707,1.7422700567025653,FALSE,TRUE,TRUE,80%
Ramphiculus mangoliensis,ramphiculus mangoliensis,ramphiculus_mangoliensis,2.2673438367898555,-0.09809731883085843,1.742364691032742,FALSE,TRUE,TRUE,80%
Epinecrophylla leucophthalma,epinecrophylla leucophthalma,epinecrophylla_leucophthalma,2.2874177519387273,-0.3605840967564171,1.7439021116548823,FALSE,TRUE,TRUE,80%
Erythropitta dohertyi,erythropitta dohertyi,erythropitta_dohertyi,2.277572601401553,-0.1885264693579994,1.7441710695499286,FALSE,TRUE,TRUE,80%
Nisaetus lanceolatus,nisaetus lanceolatus,nisaetus_lanceolatus,2.287543894428624,-0.355812353423806,1.7442775587757111,FALSE,TRUE,TRUE,80%
Sylvia dohrni,sylvia dohrni,sylvia_dohrni,1.7313491103550571,1.3919942594051795,1.7445570018231464,FALSE,TRUE,TRUE,80%
Zosterops leucophaeus,zosterops leucophaeus,zosterops_leucophaeus,1.7318077107696006,1.3921999299657348,1.7452103942989774,FALSE,TRUE,TRUE,80%
Hemitriccus griseipectus,hemitriccus griseipectus,hemitriccus_griseipectus,2.2864098569584757,-0.2888309794769943,1.7466736604477229,FALSE,TRUE,TRUE,80%
Anabathmis hartlaubii,anabathmis hartlaubii,anabathmis_hartlaubii,1.7323787471188972,1.393704279468593,1.7469301520600897,FALSE,TRUE,TRUE,80%
Ramphocelus sanguinolentus,ramphocelus sanguinolentus,ramphocelus_sanguinolentus,2.1101041820538984,0.6226500682325766,1.7474770288713608,FALSE,TRUE,TRUE,80%
Mulleripicus fulvus,mulleripicus fulvus,mulleripicus_fulvus,2.2932074400502835,-0.47365506432239873,1.7492400451751882,FALSE,TRUE,TRUE,80%
Philemon plumigenis,philemon plumigenis,philemon_plumigenis,1.929725787100639,1.05623106479835,1.74927230451095,FALSE,TRUE,TRUE,80%
Bleda canicapillus,bleda canicapillus,bleda_canicapillus,2.263478472640004,-0.9088846287793771,1.7495124883760222,FALSE,TRUE,TRUE,80%
Amazilia tzacatl,amazilia tzacatl,amazilia_tzacatl,2.2408269397896934,0.12295563902483621,1.7496938419520693,FALSE,TRUE,TRUE,80%
Dicaeum erythrorhynchos,dicaeum erythrorhynchos,dicaeum_erythrorhynchos,1.1675298893950607,2.0438881726344285,1.7498750469526025,FALSE,TRUE,TRUE,80%
Ramphiculus subgularis,ramphiculus subgularis,ramphiculus_subgularis,2.2931080855866632,-0.5341247916279136,1.749972352042635,FALSE,TRUE,TRUE,80%
Pseudocolopteryx acutipennis,pseudocolopteryx acutipennis,pseudocolopteryx_acutipennis,-3.0063473015420366,0.19766183006901428,1.751658461268928,FALSE,TRUE,TRUE,80%
Oriolus hosii,oriolus hosii,oriolus_hosii,2.2405925078781386,-1.0635801607687656,1.7524501842045332,FALSE,TRUE,TRUE,80%
Cacatua alba,cacatua alba,cacatua_alba,2.2864532906383674,-0.7351755552030945,1.7546495865570666,FALSE,TRUE,TRUE,80%
Thryomanes bewickii,thryomanes bewickii,thryomanes_bewickii,-2.9439675867657424,-0.7238758674527505,1.7547119567037153,FALSE,TRUE,TRUE,80%
Picus squamatus,picus squamatus,picus_squamatus,-3.0150816995536647,-0.1407601184060648,1.755173351385185,FALSE,TRUE,TRUE,80%
Schistolais leontica,schistolais leontica,schistolais_leontica,2.2024763137742576,-1.2470617465188534,1.755263948626041,FALSE,TRUE,TRUE,80%
Furnarius minor,furnarius minor,furnarius_minor,2.295787301966311,-0.33956072229668305,1.7559575327219774,FALSE,TRUE,TRUE,80%
Aegotheles crinifrons,aegotheles crinifrons,aegotheles_crinifrons,2.287339218256164,-0.7367937613649466,1.7559809259787333,FALSE,TRUE,TRUE,80%
Eurystomus azureus,eurystomus azureus,eurystomus_azureus,2.2872393829189233,-0.7387452979290616,1.7560612074789643,FALSE,TRUE,TRUE,80%
Hemimacronyx chloris,hemimacronyx chloris,hemimacronyx_chloris,-3.0095167017508544,0.20235992243276726,1.756240472672744,FALSE,TRUE,TRUE,80%
Pachycephala soror,pachycephala soror,pachycephala_soror,2.2755356154677138,-0.07250265189797785,1.757082793475189,FALSE,TRUE,TRUE,80%
Forpus conspicillatus,forpus conspicillatus,forpus_conspicillatus,2.295007800255552,-0.29999228791305455,1.7572762211624715,FALSE,TRUE,TRUE,80%
Treron bicinctus,treron bicinctus,treron_bicinctus,1.270768016432564,1.9580780768759976,1.7573216915875347,FALSE,TRUE,TRUE,80%
Lanius senator,lanius senator,lanius_senator,-2.85725987426043,-1.0600836089463255,1.7573462754219678,FALSE,TRUE,TRUE,80%
Trochalopteron erythrocephalum,trochalopteron erythrocephalum,trochalopteron_erythrocephalum,-1.551643157092949,2.4993932749227428,1.7576448146603239,FALSE,TRUE,TRUE,80%
Electron platyrhynchum,electron platyrhynchum,electron_platyrhynchum,2.2762338538116804,-0.06792246425698575,1.7587330626515825,FALSE,TRUE,TRUE,80%
Erythrura cyaneovirens,erythrura cyaneovirens,erythrura_cyaneovirens,2.163106304719014,0.4852000391648025,1.7595425472554802,FALSE,TRUE,TRUE,80%
Cephalopyrus flammiceps,cephalopyrus flammiceps,cephalopyrus_flammiceps,-2.7023600733952695,1.3521576271736861,1.760666911148475,FALSE,TRUE,TRUE,80%
Centropus goliath,centropus goliath,centropus_goliath,2.2886678371201787,-0.763808005479381,1.7607694164336478,FALSE,TRUE,TRUE,80%
Melanocichla calva,melanocichla calva,melanocichla_calva,2.268806520453535,-0.9331894439099615,1.7608103020450734,FALSE,TRUE,TRUE,80%
Surniculus musschenbroeki,surniculus musschenbroeki,surniculus_musschenbroeki,2.302003649287624,-0.42688039696690316,1.7612069397982886,FALSE,TRUE,TRUE,80%
Pachycephalopsis poliosoma,pachycephalopsis poliosoma,pachycephalopsis_poliosoma,2.275150473787934,-0.040342865731558424,1.761849758389515,FALSE,TRUE,TRUE,80%
Oreothraupis arremonops,oreothraupis arremonops,oreothraupis_arremonops,2.2673666144753315,-0.9485621856431247,1.7618704615823442,FALSE,TRUE,TRUE,80%
Coccycua minuta,coccycua minuta,coccycua_minuta,2.3021092002417998,-0.3854384068218486,1.7623870330429334,FALSE,TRUE,TRUE,80%
Scolopax saturata,scolopax saturata,scolopax_saturata,2.2715789709999754,-0.9238144384210595,1.7626597160685968,FALSE,TRUE,TRUE,80%
Chlorestes cyanus,chlorestes cyanus,chlorestes_cyanus,2.2999091663394875,-0.31551213136381095,1.7627784302274996,FALSE,TRUE,TRUE,80%
Glaucidium hardyi,glaucidium hardyi,glaucidium_hardyi,2.29752585628883,-0.269316337843765,1.7628707079974566,FALSE,TRUE,TRUE,80%
Cincloramphus macrurus,cincloramphus macrurus,cincloramphus_macrurus,2.276576133706837,-0.0450503078559736,1.7629392367827923,FALSE,TRUE,TRUE,80%
Ptilinopus arcanus,ptilinopus arcanus,ptilinopus_arcanus,2.0494834050772246,0.8178999888185003,1.7630412398330222,FALSE,TRUE,TRUE,80%
Trichoglossus flavoviridis,trichoglossus flavoviridis,trichoglossus_flavoviridis,2.2347504118747685,0.20912634479453643,1.7634191724254418,FALSE,TRUE,TRUE,80%
Hydrornis cyaneus,hydrornis cyaneus,hydrornis_cyaneus,0.7368586140566721,2.366956429063839,1.7637145173038098,FALSE,TRUE,TRUE,80%
Eremophila bilopha,eremophila bilopha,eremophila_bilopha,-2.8049151618514614,-1.226381217609442,1.7641499718671263,FALSE,TRUE,TRUE,80%
Gracupica jalla,gracupica jalla,gracupica_jalla,1.963174048896406,1.013927670417868,1.7642981457706832,FALSE,TRUE,TRUE,80%
Momotus momota,momotus momota,momotus_momota,2.303127668161447,-0.36557792255239074,1.7644803777033518,FALSE,TRUE,TRUE,80%
Prioniturus platurus,prioniturus platurus,prioniturus_platurus,2.3036565560617883,-0.35407481232817106,1.7656848183318568,FALSE,TRUE,TRUE,80%
Myrmotherula assimilis,myrmotherula assimilis,myrmotherula_assimilis,2.2809303666731733,-0.06241829573310048,1.7658392659563074,FALSE,TRUE,TRUE,80%
Ramphocoris clotbey,ramphocoris clotbey,ramphocoris_clotbey,-2.803603574752386,-1.2347610507138793,1.7664691917168907,FALSE,TRUE,TRUE,80%
Megaloprepia formosa,megaloprepia formosa,megaloprepia_formosa,2.300976013690574,-0.6635884794219826,1.7670776366660876,FALSE,TRUE,TRUE,80%
Gerygone dorsalis,gerygone dorsalis,gerygone_dorsalis,1.9253576563552246,1.0968924786252334,1.7687150071337199,FALSE,TRUE,TRUE,80%
Ninox hypogramma,ninox hypogramma,ninox_hypogramma,2.2972398883639005,-0.740140536746361,1.769306635328999,FALSE,TRUE,TRUE,80%
Hafferia fortis,hafferia fortis,hafferia_fortis,2.271526075925729,0.027500473961124972,1.7695343457394295,FALSE,TRUE,TRUE,80%
Acrocephalus sorghophilus,acrocephalus sorghophilus,acrocephalus_sorghophilus,1.7242474571448114,1.4384058941745932,1.7708466424911844,FALSE,TRUE,TRUE,80%
Pomatorhinus schisticeps,pomatorhinus schisticeps,pomatorhinus_schisticeps,0.6181893637380133,2.4392363236212637,1.7709477333228865,FALSE,TRUE,TRUE,80%
Trachylaemus goffinii,trachylaemus goffinii,trachylaemus_goffinii,2.3041572735741007,-0.6620832465559812,1.7711507496511187,FALSE,TRUE,TRUE,80%
Brotogeris jugularis,brotogeris jugularis,brotogeris_jugularis,2.304962206782386,-0.28692165882177134,1.771411212828015,FALSE,TRUE,TRUE,80%
Phylloscopus pulcher,phylloscopus pulcher,phylloscopus_pulcher,-2.6885870565329126,1.3996660857139536,1.7725386339705302,FALSE,TRUE,TRUE,80%
Tychaedon coryphoeus,tychaedon coryphoeus,tychaedon_coryphoeus,-2.954702588631286,-0.7390736166245149,1.773008106834142,FALSE,TRUE,TRUE,80%
Pellorneum celebense,pellorneum celebense,pellorneum_celebense,2.3100725727741236,-0.37549026103918903,1.7733164973919688,FALSE,TRUE,TRUE,80%
Trochalopteron variegatum,trochalopteron variegatum,trochalopteron_variegatum,-2.7860238844155703,1.196582913216389,1.7736311469151758,FALSE,TRUE,TRUE,80%
Mayrornis lessoni,mayrornis lessoni,mayrornis_lessoni,1.9622346128552737,1.0335501463180843,1.774661280728207,FALSE,TRUE,TRUE,80%
Chloropsis palawanensis,chloropsis palawanensis,chloropsis_palawanensis,1.9276017978591524,1.1023221691316678,1.7747177305036432,FALSE,TRUE,TRUE,80%
Icterus parisorum,icterus parisorum,icterus_parisorum,-2.96559731322906,-0.6930342812662829,1.7747929163642562,FALSE,TRUE,TRUE,80%
Malimbus scutatus,malimbus scutatus,malimbus_scutatus,2.2852084644707618,-0.8949690710058636,1.7752312306752387,FALSE,TRUE,TRUE,80%
Basilornis galeatus,basilornis galeatus,basilornis_galeatus,2.3030070804730665,-0.20922815201375805,1.7756747599561384,FALSE,TRUE,TRUE,80%
Meropogon forsteni,meropogon forsteni,meropogon_forsteni,2.312926097646273,-0.5342485484285051,1.776165050717538,FALSE,TRUE,TRUE,80%
Prioniturus platenae,prioniturus platenae,prioniturus_platenae,1.9286617199164733,1.1028577205815817,1.7763070075190954,FALSE,TRUE,TRUE,80%
Ramphocinclus brachyurus,ramphocinclus brachyurus,ramphocinclus_brachyurus,2.1977483127035073,0.4082352962005985,1.7764479328987182,FALSE,TRUE,TRUE,80%
Eubucco bourcierii,eubucco bourcierii,eubucco_bourcierii,2.312808550044054,-0.37082647157716553,1.777138200802078,FALSE,TRUE,TRUE,80%
Rhyticeros undulatus,rhyticeros undulatus,rhyticeros_undulatus,2.1544719914779344,0.559686708528843,1.7776313323578337,FALSE,TRUE,TRUE,80%
Systellura longirostris,systellura longirostris,systellura_longirostris,-2.998636834125187,-0.5166722457755503,1.7781503642046526,FALSE,TRUE,TRUE,80%
Picumnus minutissimus,picumnus minutissimus,picumnus_minutissimus,2.2993590353143163,-0.14463471299981503,1.7783547636466661,FALSE,TRUE,TRUE,80%
Erythrura pealii,erythrura pealii,erythrura_pealii,1.9304848477688505,1.103134159459255,1.778644826779764,FALSE,TRUE,TRUE,80%
Foudia eminentissima,foudia eminentissima,foudia_eminentissima,1.5942050452895502,1.626910169369909,1.7788576123501687,FALSE,TRUE,TRUE,80%
Parotia carolae,parotia carolae,parotia_carolae,2.3041925386512583,-0.18677512190158002,1.7796885798933244,FALSE,TRUE,TRUE,80%
Chloropsis moluccensis,chloropsis moluccensis,chloropsis_moluccensis,2.059753330983635,0.8256568960916391,1.7797377168544455,FALSE,TRUE,TRUE,80%
Mazaria propinqua,mazaria propinqua,mazaria_propinqua,2.3159163671636414,-0.40751285477447136,1.780092678997038,FALSE,TRUE,TRUE,80%
Hemiprocne coronata,hemiprocne coronata,hemiprocne_coronata,0.8991676709640861,2.280244628696169,1.7804492785611825,FALSE,TRUE,TRUE,80%
Cercomacroides nigrescens,cercomacroides nigrescens,cercomacroides_nigrescens,2.3167685571605157,-0.44664356377192016,1.7805542299347454,FALSE,TRUE,TRUE,80%
Turacoena sulaensis,turacoena sulaensis,turacoena_sulaensis,2.306605331647904,-0.20776473175601756,1.7806242747765049,FALSE,TRUE,TRUE,80%
Myiozetetes cayanensis,myiozetetes cayanensis,myiozetetes_cayanensis,2.3171007741200156,-0.5000301119102704,1.7810641654727424,FALSE,TRUE,TRUE,80%
Erythropitta rufiventris,erythropitta rufiventris,erythropitta_rufiventris,2.309326694014247,-0.7023956970319138,1.7813990200280436,FALSE,TRUE,TRUE,80%
Dicaeum aureolimbatum,dicaeum aureolimbatum,dicaeum_aureolimbatum,2.3164669759869265,-0.38231890784481065,1.7815838732047462,FALSE,TRUE,TRUE,80%
Dicaeum schistaceiceps,dicaeum schistaceiceps,dicaeum_schistaceiceps,2.309017122719643,-0.7101109784119146,1.7817211388248249,FALSE,TRUE,TRUE,80%
Lophornis helenae,lophornis helenae,lophornis_helenae,2.032468675265312,0.8948659158774915,1.782131743668149,FALSE,TRUE,TRUE,80%
Petrochelidon spilodera,petrochelidon spilodera,petrochelidon_spilodera,-3.0313248069056264,-0.23353934990702405,1.7826156713682058,FALSE,TRUE,TRUE,80%
Corvus validus,corvus validus,corvus_validus,2.3103553833111623,-0.7071369178915733,1.7832020803279967,FALSE,TRUE,TRUE,80%
Psilopogon pulcherrimus,psilopogon pulcherrimus,psilopogon_pulcherrimus,2.3164337148853136,-0.5975285434508592,1.7832444231525977,FALSE,TRUE,TRUE,80%
Coccyzus americanus,coccyzus americanus,coccyzus_americanus,-2.9944123965353797,-0.5694632506863183,1.7833372235136802,FALSE,TRUE,TRUE,80%
Coracina schistacea,coracina schistacea,coracina_schistacea,2.3074418952655993,-0.19049677346752653,1.7836065900377194,FALSE,TRUE,TRUE,80%
Gallicolumba tristigmata,gallicolumba tristigmata,gallicolumba_tristigmata,2.318662162849994,-0.3980936136136377,1.7840065404957437,FALSE,TRUE,TRUE,80%
Lalage aurea,lalage aurea,lalage_aurea,2.3097876176381487,-0.7251206576274398,1.7842262060925596,FALSE,TRUE,TRUE,80%
Passer cinnamomeus,passer cinnamomeus,passer_cinnamomeus,-2.925132666386137,0.825426298208744,1.7849114697195971,FALSE,TRUE,TRUE,80%
Micromonacha lanceolata,micromonacha lanceolata,micromonacha_lanceolata,2.2875287852259656,-5.180208518826441e-4,1.7853988324302112,FALSE,TRUE,TRUE,80%
Knipolegus aterrimus,knipolegus aterrimus,knipolegus_aterrimus,-3.017058824226984,-0.4184466403829905,1.7855103538109043,FALSE,TRUE,TRUE,80%
Prionochilus plateni,prionochilus plateni,prionochilus_plateni,1.9330154131909556,1.1099934089990675,1.7858940865138113,FALSE,TRUE,TRUE,80%
Discosura langsdorffi,discosura langsdorffi,discosura_langsdorffi,2.286224525450175,0.014107779861736296,1.7864375603366482,FALSE,TRUE,TRUE,80%
Lorius garrulus,lorius garrulus,lorius_garrulus,2.3134255952463256,-0.7064255132757141,1.7871880558660769,FALSE,TRUE,TRUE,80%
Geococcyx californianus,geococcyx californianus,geococcyx_californianus,-2.980362701678021,-0.6656105903953141,1.7872090144310164,FALSE,TRUE,TRUE,80%
Prioniturus flavicans,prioniturus flavicans,prioniturus_flavicans,2.3064456310745025,-0.7918493026942938,1.787539339754434,FALSE,TRUE,TRUE,80%
Pachycephala mentalis,pachycephala mentalis,pachycephala_mentalis,2.31472788037822,-0.7044923796288548,1.7887267782015914,FALSE,TRUE,TRUE,80%
Scleroptila afra,scleroptila afra,scleroptila_afra,-3.006332092258405,-0.523202369089045,1.7896610114453249,FALSE,TRUE,TRUE,80%
Frederickena unduliger,frederickena unduliger,frederickena_unduliger,2.294325922390242,-0.024595046934036746,1.790071948897434,FALSE,TRUE,TRUE,80%
Asthenes anthoides,asthenes anthoides,asthenes_anthoides,-2.9243154639816877,-0.9193542625484293,1.7903985704900862,FALSE,TRUE,TRUE,80%
Todiramphus farquhari,todiramphus farquhari,todiramphus_farquhari,2.185015908761504,0.4927849875566869,1.7906970879110988,FALSE,TRUE,TRUE,80%
Ptilinopus monacha,ptilinopus monacha,ptilinopus_monacha,2.3169096159429885,-0.7120455556742866,1.792330861758119,FALSE,TRUE,TRUE,80%
Leistes defilippii,leistes defilippii,leistes_defilippii,-3.013022094514982,-0.49434963185445313,1.793062726718709,FALSE,TRUE,TRUE,80%
Terpsiphone cyanescens,terpsiphone cyanescens,terpsiphone_cyanescens,1.8997797969055246,1.184307807199768,1.7936327146082442,FALSE,TRUE,TRUE,80%
Cotinga maynana,cotinga maynana,cotinga_maynana,2.2977957357283043,-0.030158698231606773,1.793721975544115,FALSE,TRUE,TRUE,80%
Synallaxis gujanensis,synallaxis gujanensis,synallaxis_gujanensis,2.319770224907739,-0.2543972842008175,1.7937677600432624,FALSE,TRUE,TRUE,80%
Artamus mentalis,artamus mentalis,artamus_mentalis,1.9435255351995309,1.1024564043765073,1.7937789360874477,FALSE,TRUE,TRUE,80%
Knipolegus orenocensis,knipolegus orenocensis,knipolegus_orenocensis,2.2837138521946736,-1.0038286636504814,1.7942697361909434,FALSE,TRUE,TRUE,80%
Orthotomus cinereiceps,orthotomus cinereiceps,orthotomus_cinereiceps,2.3186694982509555,-0.22890757491060715,1.7946247038458578,FALSE,TRUE,TRUE,80%
Pachycephala vitiensis,pachycephala vitiensis,pachycephala_vitiensis,1.9484148086038853,1.0950111771449096,1.7950510688779875,FALSE,TRUE,TRUE,80%
Toxorhamphus poliopterus,toxorhamphus poliopterus,toxorhamphus_poliopterus,2.3079673193690606,-0.10465503535467528,1.795356104814701,FALSE,TRUE,TRUE,80%
Edolisoma morio,edolisoma morio,edolisoma_morio,2.327604011207107,-0.4150095660911329,1.7955170406383143,FALSE,TRUE,TRUE,80%
Gymnoderus foetidus,gymnoderus foetidus,gymnoderus_foetidus,2.325060790138143,-0.3255918729710273,1.7957110647954502,FALSE,TRUE,TRUE,80%
Todiramphus diops,todiramphus diops,todiramphus_diops,2.3191705193932424,-0.7167908814387451,1.795785521415598,FALSE,TRUE,TRUE,80%
Ptiloprora erythropleura,ptiloprora erythropleura,ptiloprora_erythropleura,2.3296280526220507,-0.43671944006569163,1.7978320596477504,FALSE,TRUE,TRUE,80%
Eremomela gregalis,eremomela gregalis,eremomela_gregalis,-2.9279238541909884,-0.9270729298938784,1.7978417750848883,FALSE,TRUE,TRUE,80%
Toxostoma lecontei,toxostoma lecontei,toxostoma_lecontei,-2.8383284653008833,-1.2086537554809953,1.7980324569994577,FALSE,TRUE,TRUE,80%
Anthipes solitaris,anthipes solitaris,anthipes_solitaris,2.2358442260326554,0.32502178660186043,1.7987119141617827,FALSE,TRUE,TRUE,80%
Lampornis castaneoventris,lampornis castaneoventris,lampornis_castaneoventris,2.313680192940822,-0.8052723411168085,1.7988280271290336,FALSE,TRUE,TRUE,80%
Malcorus pectoralis,malcorus pectoralis,malcorus_pectoralis,-2.9991837281146636,-0.6143781032037893,1.799743647271005,FALSE,TRUE,TRUE,80%
Clytorhynchus vitiensis,clytorhynchus vitiensis,clytorhynchus_vitiensis,1.9578041098270997,1.0846164547578847,1.799960354767056,FALSE,TRUE,TRUE,80%
Agelastes meleagrides,agelastes meleagrides,agelastes_meleagrides,2.297348218697289,0.011564114718066171,1.8007866748900934,FALSE,TRUE,TRUE,80%
Zosterops explorator,zosterops explorator,zosterops_explorator,1.960180332825034,1.0812908949177102,1.8007925686211217,FALSE,TRUE,TRUE,80%
Psilopogon lineatus,psilopogon lineatus,psilopogon_lineatus,0.9739612902031259,2.248311009325124,1.8016467049434297,FALSE,TRUE,TRUE,80%
Dicaeum keiense,dicaeum keiense,dicaeum_keiense,1.9669487536130765,1.0700166851984934,1.802110371059479,FALSE,TRUE,TRUE,80%
Sitta yunnanensis,sitta yunnanensis,sitta_yunnanensis,-2.9172453432369165,0.9004466256426112,1.8021273552736532,FALSE,TRUE,TRUE,80%
Heliopais personatus,heliopais personatus,heliopais_personatus,1.9965492754001413,1.0102330966346726,1.8025666513903529,FALSE,TRUE,TRUE,80%
Philohydor lictor,philohydor lictor,philohydor_lictor,2.33322253183574,-0.442074736769657,1.8025760124015875,FALSE,TRUE,TRUE,80%
Ochetorhynchus melanurus,ochetorhynchus melanurus,ochetorhynchus_melanurus,-2.866489744049708,-1.1401224598134054,1.8029910660689907,FALSE,TRUE,TRUE,80%
Artemisiospiza belli,artemisiospiza belli,artemisiospiza_belli,-2.863044992403865,-1.1508208710891132,1.8032942658933453,FALSE,TRUE,TRUE,80%
Melozone occipitalis,melozone occipitalis,melozone_occipitalis,0.9612070372512511,2.2590918125791672,1.8033951597571891,FALSE,TRUE,TRUE,80%
Yuhina flavicollis,yuhina flavicollis,yuhina_flavicollis,-0.3852677516845346,2.757487069701568,1.8052757884031767,FALSE,TRUE,TRUE,80%
Pyrilia haematotis,pyrilia haematotis,pyrilia_haematotis,2.252292812591153,0.27562529387544477,1.8053162214149394,FALSE,TRUE,TRUE,80%
Loxia scotica,loxia scotica,loxia_scotica,-2.955327055179307,-0.8443948020538845,1.8056966000679755,FALSE,TRUE,TRUE,80%
Aphelocephala pectoralis,aphelocephala pectoralis,aphelocephala_pectoralis,-2.9246862296946157,-0.9632680790098487,1.8067519356175512,FALSE,TRUE,TRUE,80%
Lamprotornis bicolor,lamprotornis bicolor,lamprotornis_bicolor,-3.0301970594541072,-0.444085641019957,1.807203865367131,FALSE,TRUE,TRUE,80%
Columba pollenii,columba pollenii,columba_pollenii,1.7541667450654084,1.4435911505610763,1.807767361993966,FALSE,TRUE,TRUE,80%
